# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9
3.000000,20.000000,31.000000,39.000000,158.000000,38.000000,6.000000,4.000000,36.999996,1.999996
20.000000,31.000000,39.000000,158.000000,38.000000,6.000000,4.000000,36.999996,1.999996,5.999995
31.000000,39.000000,158.000000,38.000000,6.000000,4.000000,36.999996,1.999996,5.999995,32.999996
39.000000,158.000000,38.000000,6.000000,4.000000,36.999996,1.999996,5.999995,32.999996,44.999996
158.000000,38.000000,6.000000,4.000000,36.999996,1.999996,5.999995,32.999996,44.999996,73.000000
38.000000,6.000000,4.000000,36.999996,1.999996,5.999995,32.999996,44.999996,73.000000,35.000000
6.000000,4.000000,36.999996,1.999996,5.999995,32.999996,44.999996,73.000000,35.000000,5.999998
4.000000,36.999996,1.999996,5.999995,32.999996,44.999996,73.000000,35.000000,5.999998,3.999999
36.999996,1.999996,5.999995,32.999996,44.999996,73.000000,35.000000,5.999998,3.999999,105.000000
2.000000,5.999999,33.000000,45.000000,73.000000,35.000000,5.999998,3.999999,105.000000,92.000000
5.999999,33.000000,45.000000,73.000000,35.000000,5.999998,3.999999,105.000000,92.000000,58.000000
33.000000,45.000000,73.000000,35.000000,5.999998,3.999999,105.000000,92.000000,58.000000,4.999996
45.000000,73.000000,35.000000,5.999998,3.999999,105.000000,92.000000,58.000000,4.999996,4.999996
73.000000,35.000000,5.999998,3.999999,105.000000,92.000000,58.000000,4.999996,4.999996,43.999996
35.000000,5.999998,3.999999,105.000000,92.000000,58.000000,4.999996,4.999996,43.999996,12.999996
5.999998,3.999999,105.000000,92.000000,58.000000,4.999996,4.999996,43.999996,12.999996,113.000000
4.000000,105.000000,92.000000,58.000000,4.999996,4.999996,43.999996,12.999996,113.000000,10.000008
105.000000,92.000000,58.000000,4.999996,4.999996,43.999996,12.999996,113.000000,10.000008,35.000008
92.000000,58.000000,4.999996,4.999996,43.999996,12.999996,113.000000,10.000008,35.000008,43.000008
58.000000,4.999996,4.999996,43.999996,12.999996,113.000000,10.000008,35.000008,43.000008,29.000008
4.999996,4.999996,43.999996,12.999996,113.000000,10.000008,35.000008,43.000008,29.000008,48.000008
5.000000,44.000000,13.000000,113.000000,10.000008,35.000008,43.000008,29.000008,48.000008,57.000008
44.000000,13.000000,113.000000,10.000008,35.000008,43.000008,29.000008,48.000008,57.000008,52.000008
13.000000,113.000000,10.000008,35.000008,43.000008,29.000008,48.000008,57.000008,52.000008,19.000008
113.000000,10.000008,35.000008,43.000008,29.000008,48.000008,57.000008,52.000008,19.000008,53.000008
10.000008,35.000008,43.000008,29.000008,48.000008,57.000008,52.000008,19.000008,53.000008,119.000000
35.000000,43.000000,29.000000,48.000000,57.000000,52.000000,19.000000,53.000000,118.999992,11.999992
43.000000,29.000000,48.000000,57.000000,52.000000,19.000000,53.000000,118.999992,11.999992,8.999992
29.000000,48.000000,57.000000,52.000000,19.000000,53.000000,118.999992,11.999992,8.999992,5.999992
48.000000,57.000000,52.000000,19.000000,53.000000,118.999992,11.999992,8.999992,5.999992,117.999992
57.000000,52.000000,19.000000,53.000000,118.999992,11.999992,8.999992,5.999992,117.999992,78.999992
52.000000,19.000000,53.000000,118.999992,11.999992,8.999992,5.999992,117.999992,78.999992,10.999992
19.000000,53.000000,118.999992,11.999992,8.999992,5.999992,117.999992,78.999992,10.999992,10.999992
53.000000,118.999992,11.999992,8.999992,5.999992,117.999992,78.999992,10.999992,10.999992,39.999992
118.999992,11.999992,8.999992,5.999992,117.999992,78.999992,10.999992,10.999992,39.999992,88.999992
12.000000,9.000000,6.000000,118.000000,79.000000,11.000000,11.000000,40.000000,89.000000,58.000000
9.000000,6.000000,118.000000,79.000000,11.000000,11.000000,40.000000,89.000000,58.000000,87.000000
6.000000,118.000000,79.000000,11.000000,11.000000,40.000000,89.000000,58.000000,87.000000,53.000000
118.000000,79.000000,11.000000,11.000000,40.000000,89.000000,58.000000,87.000000,53.000000,194.000000
79.000000,11.000000,11.000000,40.000000,89.000000,58.000000,87.000000,53.000000,194.000000,318.000000
11.000000,11.000000,40.000000,89.000000,58.000000,87.000000,53.000000,194.000000,318.000000,90.000000
11.000000,40.000000,89.000000,58.000000,87.000000,53.000000,194.000000,318.000000,90.000000,36.000000
40.000000,89.000000,58.000000,87.000000,53.000000,194.000000,318.000000,90.000000,36.000000,151.000000
89.000000,58.000000,87.000000,53.000000,194.000000,318.000000,90.000000,36.000000,151.000000,19.000000
58.000000,87.000000,53.000000,194.000000,318.000000,90.000000,36.000000,151.000000,19.000000,128.000000
87.000000,53.000000,194.000000,318.000000,90.000000,36.000000,151.000000,19.000000,128.000000,115.000000
53.000000,194.000000,318.000000,90.000000,36.000000,151.000000,19.000000,128.000000,115.000000,29.000008
194.000000,318.000000,90.000000,36.000000,151.000000,19.000000,128.000000,115.000000,29.000008,27.000008
318.000000,90.000000,36.000000,151.000000,19.000000,128.000000,115.000000,29.000008,27.000008,10.000008
90.000000,36.000000,151.000000,19.000000,128.000000,115.000000,29.000008,27.000008,10.000008,95.000008
36.000000,151.000000,19.000000,128.000000,115.000000,29.000008,27.000008,10.000008,95.000008,99.000008
151.000000,19.000000,128.000000,115.000000,29.000008,27.000008,10.000008,95.000008,99.000008,7.000008
19.000000,128.000000,115.000000,29.000008,27.000008,10.000008,95.000008,99.000008,7.000008,164.000000
128.000000,115.000000,29.000008,27.000008,10.000008,95.000008,99.000008,7.000008,164.000000,70.000000
115.000000,29.000008,27.000008,10.000008,95.000008,99.000008,7.000008,164.000000,70.000000,140.000000
29.000008,27.000008,10.000008,95.000008,99.000008,7.000008,164.000000,70.000000,140.000000,37.000008
27.000000,10.000000,95.000000,99.000000,7.000000,163.999985,69.999985,139.999985,36.999992,17.999992
10.000000,95.000000,99.000000,7.000000,163.999985,69.999985,139.999985,36.999992,17.999992,185.000000
95.000000,99.000000,7.000000,163.999985,69.999985,139.999985,36.999992,17.999992,185.000000,161.000000
99.000000,7.000000,163.999985,69.999985,139.999985,36.999992,17.999992,185.000000,161.000000,56.000000
7.000000,163.999985,69.999985,139.999985,36.999992,17.999992,185.000000,161.000000,56.000000,75.000000
163.999985,69.999985,139.999985,36.999992,17.999992,185.000000,161.000000,56.000000,75.000000,161.000000
70.000000,140.000000,37.000008,18.000008,185.000000,161.000000,56.000000,75.000000,161.000000,156.000000
140.000000,37.000008,18.000008,185.000000,161.000000,56.000000,75.000000,161.000000,156.000000,6.000000
37.000008,18.000008,185.000000,161.000000,56.000000,75.000000,161.000000,156.000000,6.000000,13.000001
18.000000,185.000000,161.000000,56.000000,75.000000,161.000000,156.000000,6.000000,13.000001,35.000000
185.000000,161.000000,56.000000,75.000000,161.000000,156.000000,6.000000,13.000001,35.000000,71.000000
161.000000,56.000000,75.000000,161.000000,156.000000,6.000000,13.000001,35.000000,71.000000,59.000000
56.000000,75.000000,161.000000,156.000000,6.000000,13.000001,35.000000,71.000000,59.000000,23.000000
75.000000,161.000000,156.000000,6.000000,13.000001,35.000000,71.000000,59.000000,23.000000,49.000000
161.000000,156.000000,6.000000,13.000001,35.000000,71.000000,59.000000,23.000000,49.000000,32.000000
156.000000,6.000000,13.000001,35.000000,71.000000,59.000000,23.000000,49.000000,32.000000,106.000000
6.000000,13.000001,35.000000,71.000000,59.000000,23.000000,49.000000,32.000000,106.000000,37.000000
13.000001,35.000000,71.000000,59.000000,23.000000,49.000000,32.000000,106.000000,37.000000,17.000000
35.000000,71.000000,59.000000,23.000000,49.000000,32.000000,106.000000,37.000000,17.000000,4.999999
71.000000,59.000000,23.000000,49.000000,32.000000,106.000000,37.000000,17.000000,4.999999,53.000004
59.000000,23.000000,49.000000,32.000000,106.000000,37.000000,17.000000,4.999999,53.000004,24.000002
23.000000,49.000000,32.000000,106.000000,37.000000,17.000000,4.999999,53.000004,24.000002,164.000000
49.000000,32.000000,106.000000,37.000000,17.000000,4.999999,53.000004,24.000002,164.000000,148.000000
32.000000,106.000000,37.000000,17.000000,4.999999,53.000004,24.000002,164.000000,148.000000,15.000000
106.000000,37.000000,17.000000,4.999999,53.000004,24.000002,164.000000,148.000000,15.000000,26.000000
37.000000,17.000000,4.999999,53.000004,24.000002,164.000000,148.000000,15.000000,26.000000,102.000008
17.000000,4.999999,53.000004,24.000002,164.000000,148.000000,15.000000,26.000000,102.000008,102.000008
4.999999,53.000004,24.000002,164.000000,148.000000,15.000000,26.000000,102.000008,102.000008,112.000008
53.000004,24.000002,164.000000,148.000000,15.000000,26.000000,102.000008,102.000008,112.000008,4.000008
23.999998,164.000000,148.000000,15.000000,26.000000,102.000008,102.000008,112.000008,4.000008,52.000011
164.000000,148.000000,15.000000,26.000000,102.000008,102.000008,112.000008,4.000008,52.000011,184.000015
148.000000,15.000000,26.000000,102.000008,102.000008,112.000008,4.000008,52.000011,184.000015,226.000015
15.000000,26.000000,102.000008,102.000008,112.000008,4.000008,52.000011,184.000015,226.000015,116.000015
26.000000,102.000008,102.000008,112.000008,4.000008,52.000011,184.000015,226.000015,116.000015,41.000015
102.000008,102.000008,112.000008,4.000008,52.000011,184.000015,226.000015,116.000015,41.000015,49.000015
102.000000,112.000000,4.000000,52.000004,184.000000,226.000000,116.000000,41.000000,49.000000,11.000000
112.000000,4.000000,52.000004,184.000000,226.000000,116.000000,41.000000,49.000000,11.000000,41.000000
4.000000,52.000004,184.000000,226.000000,116.000000,41.000000,49.000000,11.000000,41.000000,44.000000
52.000004,184.000000,226.000000,116.000000,41.000000,49.000000,11.000000,41.000000,44.000000,70.000000
184.000000,226.000000,116.000000,41.000000,49.000000,11.000000,41.000000,44.000000,70.000000,34.000000
226.000000,116.000000,41.000000,49.000000,11.000000,41.000000,44.000000,70.000000,34.000000,91.000000
116.000000,41.000000,49.000000,11.000000,41.000000,44.000000,70.000000,34.000000,91.000000,3.000000
41.000000,49.000000,11.000000,41.000000,44.000000,70.000000,34.000000,91.000000,3.000000,160.999985
49.000000,11.000000,41.000000,44.000000,70.000000,34.000000,91.000000,3.000000,160.999985,29.999985
11.000000,41.000000,44.000000,70.000000,34.000000,91.000000,3.000000,160.999985,29.999985,36.999985
41.000000,44.000000,70.000000,34.000000,91.000000,3.000000,160.999985,29.999985,36.999985,145.999985
44.000000,70.000000,34.000000,91.000000,3.000000,160.999985,29.999985,36.999985,145.999985,29.999977
70.000000,34.000000,91.000000,3.000000,160.999985,29.999985,36.999985,145.999985,29.999977,62.999973
34.000000,91.000000,3.000000,160.999985,29.999985,36.999985,145.999985,29.999977,62.999973,114.999969
91.000000,3.000000,160.999985,29.999985,36.999985,145.999985,29.999977,62.999973,114.999969,62.999969
3.000000,160.999985,29.999985,36.999985,145.999985,29.999977,62.999973,114.999969,62.999969,100.999969
160.999985,29.999985,36.999985,145.999985,29.999977,62.999973,114.999969,62.999969,100.999969,139.999969
30.000000,37.000000,146.000000,29.999992,62.999989,114.999985,62.999985,100.999985,139.999985,123.999985
37.000000,146.000000,29.999992,62.999989,114.999985,62.999985,100.999985,139.999985,123.999985,91.999985
146.000000,29.999992,62.999989,114.999985,62.999985,100.999985,139.999985,123.999985,91.999985,15.999985
29.999992,62.999989,114.999985,62.999985,100.999985,139.999985,123.999985,91.999985,15.999985,38.999985
62.999996,115.000000,63.000000,101.000000,140.000000,124.000000,92.000000,16.000000,39.000000,47.000000
115.000000,63.000000,101.000000,140.000000,124.000000,92.000000,16.000000,39.000000,47.000000,167.000000
63.000000,101.000000,140.000000,124.000000,92.000000,16.000000,39.000000,47.000000,167.000000,127.000000
101.000000,140.000000,124.000000,92.000000,16.000000,39.000000,47.000000,167.000000,127.000000,90.000000
140.000000,124.000000,92.000000,16.000000,39.000000,47.000000,167.000000,127.000000,90.000000,118.000000
124.000000,92.000000,16.000000,39.000000,47.000000,167.000000,127.000000,90.000000,118.000000,234.000000
92.000000,16.000000,39.000000,47.000000,167.000000,127.000000,90.000000,118.000000,234.000000,101.000000
16.000000,39.000000,47.000000,167.000000,127.000000,90.000000,118.000000,234.000000,101.000000,11.999992
39.000000,47.000000,167.000000,127.000000,90.000000,118.000000,234.000000,101.000000,11.999992,108.000000
47.000000,167.000000,127.000000,90.000000,118.000000,234.000000,101.000000,11.999992,108.000000,83.000000
167.000000,127.000000,90.000000,118.000000,234.000000,101.000000,11.999992,108.000000,83.000000,63.000000
127.000000,90.000000,118.000000,234.000000,101.000000,11.999992,108.000000,83.000000,63.000000,83.000000
90.000000,118.000000,234.000000,101.000000,11.999992,108.000000,83.000000,63.000000,83.000000,197.000000
118.000000,234.000000,101.000000,11.999992,108.000000,83.000000,63.000000,83.000000,197.000000,278.000000
234.000000,101.000000,11.999992,108.000000,83.000000,63.000000,83.000000,197.000000,278.000000,159.000000
101.000000,11.999992,108.000000,83.000000,63.000000,83.000000,197.000000,278.000000,159.000000,41.000000
11.999992,108.000000,83.000000,63.000000,83.000000,197.000000,278.000000,159.000000,41.000000,41.000000
108.000008,83.000008,63.000008,83.000008,197.000000,278.000000,159.000000,41.000000,41.000000,39.000000
83.000000,63.000000,83.000000,197.000000,278.000000,159.000000,41.000000,41.000000,39.000000,85.000000
63.000000,83.000000,197.000000,278.000000,159.000000,41.000000,41.000000,39.000000,85.000000,12.000000
83.000000,197.000000,278.000000,159.000000,41.000000,41.000000,39.000000,85.000000,12.000000,243.000000
197.000000,278.000000,159.000000,41.000000,41.000000,39.000000,85.000000,12.000000,243.000000,156.000000
278.000000,159.000000,41.000000,41.000000,39.000000,85.000000,12.000000,243.000000,156.000000,115.000000
159.000000,41.000000,41.000000,39.000000,85.000000,12.000000,243.000000,156.000000,115.000000,146.000000
41.000000,41.000000,39.000000,85.000000,12.000000,243.000000,156.000000,115.000000,146.000000,164.000000
41.000000,39.000000,85.000000,12.000000,243.000000,156.000000,115.000000,146.000000,164.000000,85.000000
39.000000,85.000000,12.000000,243.000000,156.000000,115.000000,146.000000,164.000000,85.000000,130.000000
85.000000,12.000000,243.000000,156.000000,115.000000,146.000000,164.000000,85.000000,130.000000,25.000000
12.000000,243.000000,156.000000,115.000000,146.000000,164.000000,85.000000,130.000000,25.000000,229.000000
243.000000,156.000000,115.000000,146.000000,164.000000,85.000000,130.000000,25.000000,229.000000,134.000000
156.000000,115.000000,146.000000,164.000000,85.000000,130.000000,25.000000,229.000000,134.000000,115.000000
115.000000,146.000000,164.000000,85.000000,130.000000,25.000000,229.000000,134.000000,115.000000,176.000000
146.000000,164.000000,85.000000,130.000000,25.000000,229.000000,134.000000,115.000000,176.000000,177.000000
164.000000,85.000000,130.000000,25.000000,229.000000,134.000000,115.000000,176.000000,177.000000,30.000000
85.000000,130.000000,25.000000,229.000000,134.000000,115.000000,176.000000,177.000000,30.000000,149.000000
130.000000,25.000000,229.000000,134.000000,115.000000,176.000000,177.000000,30.000000,149.000000,41.000000
25.000000,229.000000,134.000000,115.000000,176.000000,177.000000,30.000000,149.000000,41.000000,162.000000
229.000000,134.000000,115.000000,176.000000,177.000000,30.000000,149.000000,41.000000,162.000000,75.000000
134.000000,115.000000,176.000000,177.000000,30.000000,149.000000,41.000000,162.000000,75.000000,66.000000
115.000000,176.000000,177.000000,30.000000,149.000000,41.000000,162.000000,75.000000,66.000000,130.000000
176.000000,177.000000,30.000000,149.000000,41.000000,162.000000,75.000000,66.000000,130.000000,137.000000
177.000000,30.000000,149.000000,41.000000,162.000000,75.000000,66.000000,130.000000,137.000000,207.000000
30.000000,149.000000,41.000000,162.000000,75.000000,66.000000,130.000000,137.000000,207.000000,80.000000
149.000000,41.000000,162.000000,75.000000,66.000000,130.000000,137.000000,207.000000,80.000000,224.999985
41.000000,162.000000,75.000000,66.000000,130.000000,137.000000,207.000000,80.000000,224.999985,78.999985
162.000000,75.000000,66.000000,130.000000,137.000000,207.000000,80.000000,224.999985,78.999985,68.999985
75.000000,66.000000,130.000000,137.000000,207.000000,80.000000,224.999985,78.999985,68.999985,83.999985
66.000000,130.000000,137.000000,207.000000,80.000000,224.999985,78.999985,68.999985,83.999985,39.999985
130.000000,137.000000,207.000000,80.000000,224.999985,78.999985,68.999985,83.999985,39.999985,35.999985
137.000000,207.000000,80.000000,224.999985,78.999985,68.999985,83.999985,39.999985,35.999985,122.999985
207.000000,80.000000,224.999985,78.999985,68.999985,83.999985,39.999985,35.999985,122.999985,139.999985
80.000000,224.999985,78.999985,68.999985,83.999985,39.999985,35.999985,122.999985,139.999985,44.999985
224.999985,78.999985,68.999985,83.999985,39.999985,35.999985,122.999985,139.999985,44.999985,117.999985
79.000000,69.000000,84.000000,40.000000,36.000000,123.000000,140.000000,45.000000,118.000000,1.999992
69.000000,84.000000,40.000000,36.000000,123.000000,140.000000,45.000000,118.000000,1.999992,93.999992
84.000000,40.000000,36.000000,123.000000,140.000000,45.000000,118.000000,1.999992,93.999992,31.999992
40.000000,36.000000,123.000000,140.000000,45.000000,118.000000,1.999992,93.999992,31.999992,134.999985
36.000000,123.000000,140.000000,45.000000,118.000000,1.999992,93.999992,31.999992,134.999985,73.999985
123.000000,140.000000,45.000000,118.000000,1.999992,93.999992,31.999992,134.999985,73.999985,41.999985
140.000000,45.000000,118.000000,1.999992,93.999992,31.999992,134.999985,73.999985,41.999985,49.999985
45.000000,118.000000,1.999992,93.999992,31.999992,134.999985,73.999985,41.999985,49.999985,130.999985
118.000000,1.999992,93.999992,31.999992,134.999985,73.999985,41.999985,49.999985,130.999985,97.999985
1.999992,93.999992,31.999992,134.999985,73.999985,41.999985,49.999985,130.999985,97.999985,73.999985
94.000000,32.000000,135.000000,74.000000,42.000000,50.000000,131.000000,98.000000,74.000000,28.000000
32.000000,135.000000,74.000000,42.000000,50.000000,131.000000,98.000000,74.000000,28.000000,34.000000
135.000000,74.000000,42.000000,50.000000,131.000000,98.000000,74.000000,28.000000,34.000000,6.000000
74.000000,42.000000,50.000000,131.000000,98.000000,74.000000,28.000000,34.000000,6.000000,52.000000
42.000000,50.000000,131.000000,98.000000,74.000000,28.000000,34.000000,6.000000,52.000000,84.000000
50.000000,131.000000,98.000000,74.000000,28.000000,34.000000,6.000000,52.000000,84.000000,87.000000
131.000000,98.000000,74.000000,28.000000,34.000000,6.000000,52.000000,84.000000,87.000000,66.000000
98.000000,74.000000,28.000000,34.000000,6.000000,52.000000,84.000000,87.000000,66.000000,224.999985
74.000000,28.000000,34.000000,6.000000,52.000000,84.000000,87.000000,66.000000,224.999985,56.999985
28.000000,34.000000,6.000000,52.000000,84.000000,87.000000,66.000000,224.999985,56.999985,72.999985
34.000000,6.000000,52.000000,84.000000,87.000000,66.000000,224.999985,56.999985,72.999985,112.999985
6.000000,52.000000,84.000000,87.000000,66.000000,224.999985,56.999985,72.999985,112.999985,7.999985
52.000000,84.000000,87.000000,66.000000,224.999985,56.999985,72.999985,112.999985,7.999985,39.999985
84.000000,87.000000,66.000000,224.999985,56.999985,72.999985,112.999985,7.999985,39.999985,64.999985
87.000000,66.000000,224.999985,56.999985,72.999985,112.999985,7.999985,39.999985,64.999985,9.999985
66.000000,224.999985,56.999985,72.999985,112.999985,7.999985,39.999985,64.999985,9.999985,31.999985
224.999985,56.999985,72.999985,112.999985,7.999985,39.999985,64.999985,9.999985,31.999985,36.999985
57.000000,73.000000,113.000000,8.000000,40.000000,65.000000,10.000000,32.000000,37.000000,14.000000
73.000000,113.000000,8.000000,40.000000,65.000000,10.000000,32.000000,37.000000,14.000000,38.000000
113.000000,8.000000,40.000000,65.000000,10.000000,32.000000,37.000000,14.000000,38.000000,116.999992
8.000000,40.000000,65.000000,10.000000,32.000000,37.000000,14.000000,38.000000,116.999992,12.999992
40.000000,65.000000,10.000000,32.000000,37.000000,14.000000,38.000000,116.999992,12.999992,52.999992
65.000000,10.000000,32.000000,37.000000,14.000000,38.000000,116.999992,12.999992,52.999992,15.999992
10.000000,32.000000,37.000000,14.000000,38.000000,116.999992,12.999992,52.999992,15.999992,110.999992
32.000000,37.000000,14.000000,38.000000,116.999992,12.999992,52.999992,15.999992,110.999992,101.999992
37.000000,14.000000,38.000000,116.999992,12.999992,52.999992,15.999992,110.999992,101.999992,68.999992
14.000000,38.000000,116.999992,12.999992,52.999992,15.999992,110.999992,101.999992,68.999992,54.999992
38.000000,116.999992,12.999992,52.999992,15.999992,110.999992,101.999992,68.999992,54.999992,83.999992
116.999992,12.999992,52.999992,15.999992,110.999992,101.999992,68.999992,54.999992,83.999992,54.999992
13.000000,53.000000,16.000000,111.000000,102.000000,69.000000,55.000000,84.000000,55.000000,42.000000
53.000000,16.000000,111.000000,102.000000,69.000000,55.000000,84.000000,55.000000,42.000000,6.000000
16.000000,111.000000,102.000000,69.000000,55.000000,84.000000,55.000000,42.000000,6.000000,31.999998
111.000000,102.000000,69.000000,55.000000,84.000000,55.000000,42.000000,6.000000,31.999998,110.999992
102.000000,69.000000,55.000000,84.000000,55.000000,42.000000,6.000000,31.999998,110.999992,76.999992
69.000000,55.000000,84.000000,55.000000,42.000000,6.000000,31.999998,110.999992,76.999992,162.000000
55.000000,84.000000,55.000000,42.000000,6.000000,31.999998,110.999992,76.999992,162.000000,119.000000
84.000000,55.000000,42.000000,6.000000,31.999998,110.999992,76.999992,162.000000,119.000000,75.000000
55.000000,42.000000,6.000000,31.999998,110.999992,76.999992,162.000000,119.000000,75.000000,34.000000
42.000000,6.000000,31.999998,110.999992,76.999992,162.000000,119.000000,75.000000,34.000000,49.000000
6.000000,31.999998,110.999992,76.999992,162.000000,119.000000,75.000000,34.000000,49.000000,108.000000
31.999998,110.999992,76.999992,162.000000,119.000000,75.000000,34.000000,49.000000,108.000000,13.000000
110.999992,76.999992,162.000000,119.000000,75.000000,34.000000,49.000000,108.000000,13.000000,258.000000
77.000000,162.000000,119.000000,75.000000,34.000000,49.000000,108.000000,13.000000,258.000000,97.000000
162.000000,119.000000,75.000000,34.000000,49.000000,108.000000,13.000000,258.000000,97.000000,113.000000
119.000000,75.000000,34.000000,49.000000,108.000000,13.000000,258.000000,97.000000,113.000000,86.000000
75.000000,34.000000,49.000000,108.000000,13.000000,258.000000,97.000000,113.000000,86.000000,65.000000
34.000000,49.000000,108.000000,13.000000,258.000000,97.000000,113.000000,86.000000,65.000000,127.000000
49.000000,108.000000,13.000000,258.000000,97.000000,113.000000,86.000000,65.000000,127.000000,154.000000
108.000000,13.000000,258.000000,97.000000,113.000000,86.000000,65.000000,127.000000,154.000000,4.000000
13.000000,258.000000,97.000000,113.000000,86.000000,65.000000,127.000000,154.000000,4.000000,137.000000
258.000000,97.000000,113.000000,86.000000,65.000000,127.000000,154.000000,4.000000,137.000000,33.000000
97.000000,113.000000,86.000000,65.000000,127.000000,154.000000,4.000000,137.000000,33.000000,15.000000
113.000000,86.000000,65.000000,127.000000,154.000000,4.000000,137.000000,33.000000,15.000000,14.000000
86.000000,65.000000,127.000000,154.000000,4.000000,137.000000,33.000000,15.000000,14.000000,29.000000
65.000000,127.000000,154.000000,4.000000,137.000000,33.000000,15.000000,14.000000,29.000000,4.000000
127.000000,154.000000,4.000000,137.000000,33.000000,15.000000,14.000000,29.000000,4.000000,3.000000
154.000000,4.000000,137.000000,33.000000,15.000000,14.000000,29.000000,4.000000,3.000000,24.000002
4.000000,137.000000,33.000000,15.000000,14.000000,29.000000,4.000000,3.000000,24.000002,25.000002
