# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
75.706932,74.673607,74.613586,74.491203,76.124268,76.376785,76.923874,75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006
74.673607,74.613586,74.491203,76.124268,76.376785,76.923874,75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326
74.613586,74.491203,76.124268,76.376785,76.923874,75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569
74.491203,76.124268,76.376785,76.923874,75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940
76.124268,76.376785,76.923874,75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294
76.376785,76.923874,75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512
76.923874,75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381
75.338387,75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443
75.995506,76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454
76.691383,75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726
75.885674,75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876
75.766853,75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652
75.374130,76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687
76.687660,74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463
74.514435,74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744
74.818039,75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338
75.984619,75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567
75.477737,73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367
73.834229,74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309
74.808006,74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374
74.281326,75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722
75.908569,75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690
75.580940,75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523
75.381294,75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512
75.166512,75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885
75.932381,74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191
74.276443,74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089
74.145454,74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631
74.832726,75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161
75.960876,76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949
76.772652,77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157
77.000687,77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745
77.157463,77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703
77.159744,76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999
76.690338,76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550
76.177567,77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018
77.248367,77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036
77.354309,77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636
77.556374,77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915
77.117722,76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862
76.161690,76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995
76.132523,76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978
76.221512,74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643
74.987885,75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355
75.708191,75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417
75.282089,75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223
75.588631,76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311
76.040161,76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788
76.301949,76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788,75.891083
76.255157,74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788,75.891083,74.911354
74.866745,75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788,75.891083,74.911354,76.054283
75.623703,74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788,75.891083,74.911354,76.054283,74.984131
74.987999,76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788,75.891083,74.911354,76.054283,74.984131,76.717911
76.568550,76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788,75.891083,74.911354,76.054283,74.984131,76.717911,76.877808
76.204018,76.045036,78.008636,77.167915,77.472862,78.342995,77.233978,78.330643,77.742355,76.908417,78.191223,77.115311,76.190788,75.891083,74.911354,76.054283,74.984131,76.717911,76.877808,75.593765
