# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
0.398810,0.457430,0.652012,0.581057,0.484556,0.510756,0.552549,0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131
0.457430,0.652012,0.581057,0.484556,0.510756,0.552549,0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134
0.652012,0.581057,0.484556,0.510756,0.552549,0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568
0.581057,0.484556,0.510756,0.552549,0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831
0.484556,0.510756,0.552549,0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789
0.510756,0.552549,0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649
0.552549,0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563749
0.528957,0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563749,0.621535
0.499399,0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563749,0.621535,0.651507
0.444223,0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563749,0.621535,0.651507,0.552313
0.345759,0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563749,0.621535,0.651507,0.552313,0.561418
0.356208,0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352
0.365412,0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558
0.303965,0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819
0.312721,0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904
0.265142,0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773
0.203904,0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591
0.201826,0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870
0.176334,0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669
0.168131,0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797
0.126134,0.148568,0.185831,0.191789,0.357649,0.563748,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286
0.148568,0.185831,0.191789,0.357649,0.563749,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896
0.185831,0.191789,0.357649,0.563749,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411
0.191789,0.357649,0.563749,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413
0.357649,0.563749,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775
0.563749,0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679
0.621535,0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798
0.651507,0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257
0.552313,0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785
0.561418,0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629
0.472352,0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232
0.457558,0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648
0.514819,0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400
0.440904,0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797
0.438773,0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688
0.384591,0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452
0.339870,0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877
0.278669,0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794
0.288797,0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347
0.267286,0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395
0.223896,0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734
0.203411,0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736
0.175413,0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481
0.166775,0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034
0.124679,0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273
0.193798,0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465
0.193257,0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553
0.241785,0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056
0.468629,0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206
0.578232,0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636
0.654648,0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710
0.592400,0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477
0.632797,0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588
0.654688,0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626
0.860452,0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118
0.568877,0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469
0.548794,0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408
0.433347,0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646
0.327395,0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483
0.287734,0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400
0.333736,0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795
0.267481,0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752
0.253034,0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459
0.279273,0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488
0.230465,0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381
0.217553,0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309
0.222056,0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254
0.181206,0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512
0.146636,0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457
0.175710,0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371
0.253477,0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062
0.221588,0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409
0.402626,0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083
0.538118,0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102
0.537469,0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069
0.556408,0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336
0.560646,0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106
0.730483,0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891
0.685400,0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823
0.637795,0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446
0.490752,0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634
0.449459,0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553
0.315488,0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416
0.278381,0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476
0.236309,0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195
0.235254,0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014
0.220512,0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750
0.232457,0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995
0.240371,0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285
0.195062,0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532
0.219409,0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633
0.154083,0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981
0.124102,0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262
0.161069,0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001
0.224336,0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385
0.201106,0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277
0.327891,0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605
0.587823,0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407
0.490446,0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629
0.523634,0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030
0.601553,0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172
0.512416,0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450
0.530476,0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178
0.493195,0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268
0.476014,0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195
0.325750,0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913
0.261995,0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913,0.515762
0.221285,0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913,0.515762,0.555972
0.210532,0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913,0.515762,0.555972,0.519980
0.201633,0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913,0.515762,0.555972,0.519980,0.394642
0.186981,0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913,0.515762,0.555972,0.519980,0.394642,0.373577
0.177262,0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913,0.515762,0.555972,0.519980,0.394642,0.373577,0.298579
0.176001,0.151385,0.136277,0.110605,0.106407,0.123629,0.174030,0.157172,0.294450,0.667178,0.534268,0.531195,0.527913,0.515762,0.555972,0.519980,0.394642,0.373577,0.298579,0.307674
