# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9
52.003052,51.810150,50.105900,49.807343,50.200222,50.352093,50.222137,43.978165,50.510841,50.593048
50.182911,49.952034,49.037876,49.949226,50.900730,51.003830,50.292088,51.331249,51.936634,51.086369
50.873947,51.420750,50.981106,51.641674,51.910831,52.159801,51.209995,52.481522,52.008476,51.557903
59.077789,56.191658,56.137035,57.090260,57.602829,56.808403,56.633408,55.665298,57.470249,56.122070
66.667732,62.244953,63.010761,64.230980,64.524467,63.178432,63.200226,62.980534,63.753696,61.932220
87.147385,69.020927,75.775398,77.442497,75.599472,69.386162,72.629761,70.134537,69.316101,64.591110
92.360367,80.742104,85.437988,85.689796,83.099548,79.012543,80.993935,74.405930,76.762573,74.454041
86.756004,88.079544,90.555397,89.780128,87.734818,87.673706,87.480392,92.169540,84.859962,85.625542
76.294106,85.088615,85.815720,83.639832,80.890556,83.186058,81.656082,85.424957,78.298599,81.603981
82.258423,84.898109,82.706467,81.936661,82.036446,83.059227,82.405060,76.582497,82.419800,83.417244
61.700951,68.765038,68.122513,67.480301,66.371277,68.474762,66.373734,69.648743,65.598839,67.449875
70.875267,70.499374,68.374825,68.776894,70.050613,70.254913,69.911667,65.935081,71.611557,71.086716
81.169403,74.640259,74.713989,76.541916,78.246429,76.414482,77.053482,77.016624,79.349953,76.527573
80.168365,78.779419,79.189346,80.107971,80.321411,79.892670,79.375206,81.607033,80.028831,78.995209
70.354675,75.686180,76.372894,75.748871,74.040588,75.441322,73.758720,77.962440,72.092155,73.614906
77.613625,77.995628,76.841904,76.779465,76.863663,77.122452,76.582306,72.718399,76.720009,76.783165
61.462067,67.120346,66.975525,66.607582,65.474670,67.112450,65.196182,68.766365,64.384094,65.769943
50.685440,57.668148,56.951195,55.990387,54.421841,56.498192,54.381325,54.862041,52.872211,55.012077
48.939621,52.020153,50.185589,50.136852,50.348175,51.501236,50.182533,47.930637,50.800365,51.391811
47.925217,48.835686,47.471283,48.297958,49.215328,49.717449,48.644634,49.130775,50.335102,49.799664
49.652397,49.486874,48.719086,49.663948,50.372272,50.480049,49.586277,50.390057,50.973656,50.157837
69.717628,53.930763,58.499313,60.375153,60.266388,55.061169,58.045376,56.718632,57.153450,52.557404
46.850395,53.043228,53.414719,50.689129,49.328262,50.838867,51.421673,54.930435,49.059322,51.918373
42.844387,50.500820,48.350281,46.637276,46.443882,48.846973,47.911160,47.959743,47.654247,50.184212
39.170998,44.380211,41.880882,41.256603,41.652332,43.478268,42.205154,40.410587,42.962673,44.307159
44.331203,43.963158,41.910763,42.764317,44.493179,44.715248,44.253727,43.057659,46.749939,45.846500
33.171570,37.324459,36.456970,36.752628,36.839188,38.181030,36.527870,40.303406,37.338768,37.849777
32.514885,35.411674,34.137379,34.214352,34.275242,35.298843,33.984940,33.545670,34.481773,34.941353
37.424610,36.275433,35.266792,36.158489,37.116405,36.965466,36.446243,35.605946,37.973568,36.975796
42.122948,39.645538,39.483910,40.690075,41.447380,40.804867,40.408852,40.897018,41.727608,40.259586
52.273090,46.733871,47.726776,49.055920,49.391651,47.691940,47.961834,47.345284,48.493401,46.369728
47.565353,48.626026,49.595749,49.876205,48.957432,49.125980,48.112755,51.264027,47.374405,47.370056
40.456661,45.598801,46.026302,45.268810,43.453178,44.832039,43.153896,45.242382,41.258358,42.878174
36.924984,41.104298,40.244118,39.687828,38.769772,40.070690,38.574966,37.207775,37.718410,38.970535
53.967937,44.267639,45.311001,46.814674,48.158848,45.227291,47.023148,44.664661,48.332264,45.100967
59.209934,51.884769,52.985222,54.253822,54.747246,52.500420,53.395123,51.102161,53.859989,51.396305
57.990067,57.222702,58.309776,58.825993,58.385471,58.010319,57.556953,60.701118,57.294025,56.691429
45.354992,52.749722,53.758450,52.394638,49.907261,51.813068,50.011772,54.847321,47.260307,49.742752
42.678204,48.042198,46.635288,45.540306,44.527058,46.217384,44.765301,41.744404,43.626450,45.491543
48.082088,47.058731,45.507053,46.237801,47.496193,47.447990,47.098137,45.053574,48.895832,48.002308
38.902386,41.981949,41.302498,41.736935,41.850883,42.860939,41.386818,44.614666,42.180305,42.387329
58.451023,48.038086,49.634323,50.988251,51.796936,48.569332,50.489254,47.127357,51.001484,47.795208
33.816658,40.557117,40.368362,38.775486,37.988140,39.832466,39.273575,44.630783,38.296822,40.518246
44.945908,45.805962,43.669792,43.344872,44.178028,44.692657,44.530708,39.804523,45.446232,45.678017
47.063465,46.284531,45.112141,46.032799,47.304028,47.281681,46.826996,47.192688,48.782986,47.778988
45.270401,46.611290,46.067329,46.643459,46.925793,47.415283,46.352383,48.356289,47.213936,46.965866
51.360828,50.152920,49.701382,50.414661,50.852089,50.591991,50.097157,49.338478,50.908875,50.068260
55.848457,53.768692,53.836472,54.812038,55.178932,54.605347,54.162907,54.425632,54.941311,53.748783
57.758453,56.996414,57.337917,58.050892,57.891689,57.648666,56.904221,57.973942,57.077431,56.374645
49.596039,53.790146,54.309910,54.009975,52.550652,53.668751,52.008274,55.044193,50.679474,51.763969
57.713184,56.741936,55.972862,56.257214,56.465546,56.294647,55.918163,52.617374,56.239590,55.781765
72.222549,62.636772,64.402061,66.100838,66.828789,63.846855,65.208588,63.931583,65.926964,62.671215
45.901649,54.608917,55.965485,53.878304,51.400917,53.569393,52.416855,60.277649,49.426498,52.531109
46.081070,52.146599,49.964123,48.476524,47.928131,49.902065,48.783123,44.857250,48.042889,50.238720
39.102592,43.411900,41.555996,41.359917,41.560566,43.062466,41.617767,41.005482,42.288658,43.195427
57.768024,46.800858,48.024647,49.824600,51.603077,48.287483,50.443386,49.125114,52.280376,48.521599
57.417000,52.803295,52.820137,53.677650,54.645470,53.315811,54.007191,52.545906,55.113899,53.389908
42.474541,48.996014,49.553074,48.588871,47.216820,48.946648,47.584335,54.177452,46.262234,48.134933
43.076717,47.799271,46.141014,45.243248,44.819786,46.365520,45.195877,42.749172,44.782646,46.302086
47.519127,47.170109,45.615276,46.243114,47.375408,47.518532,47.034218,45.384171,48.707031,48.027164
59.750824,53.001755,53.413692,55.056454,56.359657,54.403347,55.116421,54.391655,56.811413,54.116013
58.333485,57.047626,57.581089,58.395279,58.438221,58.014915,57.505974,59.634354,57.913097,56.986546
69.749573,65.112823,66.036171,66.926155,66.921669,65.466942,65.730293,64.289604,65.719276,64.105568
65.718102,66.863220,67.622490,67.821182,66.989601,67.207451,66.250687,68.844772,65.575943,65.636803
89.177605,71.037140,77.291489,78.609871,77.160591,70.983498,74.722572,71.225014,71.664581,67.101105
109.970551,72.820465,93.508682,93.291840,81.041801,67.139961,74.053596,59.919186,55.244133,49.115498
67.415794,86.401176,93.745995,78.351860,66.272507,69.560646,75.685043,72.848160,55.086830,69.480888
73.216766,88.311653,80.238449,75.242607,78.687584,83.835564,85.365334,81.878853,88.347969,93.928871
106.816063,99.675507,97.420128,98.047546,101.276192,99.498932,101.861305,95.368973,105.160492,102.816963
60.563805,74.650208,71.100708,67.637810,68.671913,72.989899,72.959969,80.159721,73.913963,78.499443
93.337151,87.050926,84.775871,84.789291,86.965172,85.414513,87.442162,77.008209,89.254898,87.679077
93.148834,88.488464,86.484520,88.123718,91.348579,90.341125,91.138634,90.713226,95.320618,92.812622
69.431709,78.390564,78.149544,76.919914,76.042641,78.575623,77.037567,85.605797,76.434547,78.875992
67.678986,74.113136,71.525185,70.357903,70.279152,72.441620,71.093735,68.204987,71.130386,73.138451
54.303864,60.639404,58.954220,58.451561,58.076843,60.129868,58.196770,58.763584,58.264854,59.839348
69.329865,63.668243,62.502876,63.818111,66.041000,64.604324,65.532265,62.787857,68.236496,65.882797
75.471268,69.547455,69.611954,71.297638,72.745987,71.086288,71.546455,71.161705,73.533943,70.967247
50.128536,59.382061,60.881508,59.226257,56.556198,58.903328,57.062218,66.041992,54.161636,57.144119
79.998032,65.434303,68.860970,69.027390,68.108452,63.317493,66.839226,56.850189,64.149971,61.092697
59.220558,60.063210,57.448547,56.399780,58.478752,58.969799,60.383167,58.089958,62.341133,62.747540
83.011566,72.709839,74.128784,75.433151,76.553909,73.374840,75.496597,72.786591,76.359100,73.146927
60.794575,68.548409,68.271347,66.279861,65.526260,67.644493,67.291588,73.579659,66.248795,68.889656
57.552753,64.839821,62.403851,60.923817,60.821762,63.181412,62.030254,60.785503,61.966091,64.301682
81.069710,64.089828,68.272881,70.126915,71.074852,65.554665,69.492279,69.058487,69.680450,64.669235
86.342888,72.722824,75.122566,75.356453,74.852806,70.498116,73.657356,62.202995,71.599342,68.687325
66.671730,72.480492,72.558899,70.894966,70.542053,72.053925,72.218811,79.187538,71.601227,73.561523
80.249672,80.955215,78.777802,78.397064,79.518845,79.982628,80.123047,76.161736,81.326668,81.498528
99.390533,88.057480,90.069908,91.740044,92.792099,89.250023,91.375984,89.895439,92.248016,88.585884
108.598343,98.827972,101.304855,102.461334,102.104500,98.935028,100.373299,96.888046,99.489738,96.698456
63.388824,81.516670,85.799202,80.018509,73.286942,77.516495,76.198700,90.435867,67.270126,74.949341
64.157715,73.695244,68.730751,65.607826,65.560448,68.841309,68.054680,57.080681,67.358917,71.326218
59.700233,62.646053,59.231514,59.547001,61.554695,62.908730,61.990643,60.287586,64.896393,64.993629
67.271782,64.971718,63.003845,64.577400,67.143593,66.829590,66.683159,67.205482,70.342033,68.456482
67.064049,66.761543,65.945808,67.100662,68.212830,68.296021,67.494942,69.824646,69.460587,68.406044
57.224365,62.159576,62.186203,61.982304,60.962307,62.372936,60.590176,64.482994,59.918484,61.030968
62.755573,63.368916,62.132191,62.284718,62.563656,62.916821,62.207321,59.378193,62.724880,62.667297
56.135323,58.643078,58.030682,58.429169,58.386723,59.220375,57.817413,59.744461,58.337051,58.490658
71.945801,64.586868,65.136658,66.419197,67.411255,65.231865,66.289047,63.541187,67.338142,64.801010
57.156769,60.737122,60.826515,60.589844,60.107090,61.095760,60.087818,64.452095,59.864101,60.613472
52.199562,57.620613,56.885880,56.087090,55.110371,56.733089,55.233322,55.912510,54.321995,55.942921
44.229244,49.683105,48.580242,47.965664,47.134037,48.838200,47.097115,46.912678,46.462082,47.986713
52.563442,50.738605,49.237514,50.037178,51.391659,51.105236,50.950619,48.370068,52.803349,51.694824
44.784000,46.891766,46.196793,46.834610,47.214088,47.954235,46.670261,49.654762,47.773685,47.622841
66.984116,50.197063,55.104610,56.779972,56.545895,50.980240,54.441219,52.390034,53.168163,48.499695
74.667702,60.388504,64.388794,65.011620,63.403278,58.660210,61.308601,51.911720,58.111660,54.941856
43.923241,55.243710,57.522690,53.755051,50.261425,52.922218,52.614674,62.828499,47.794552,52.500217
53.273811,58.322014,54.852772,53.136791,53.684086,55.521400,55.222569,48.196907,55.501106,57.522923
68.046234,61.425121,60.726681,62.191128,64.532944,62.750877,64.000801,62.606953,66.818359,64.123322
75.348801,69.214401,69.559898,70.989540,72.144257,70.363167,71.034119,70.106102,72.506607,70.090538
84.873383,78.585838,80.177383,81.508484,81.646507,79.637154,80.151039,80.311150,80.366272,78.087029
54.708672,66.966690,69.866661,66.799675,62.190571,65.114365,63.210072,73.651962,57.601761,62.267876
68.768105,70.546638,67.473961,66.124542,66.384132,67.244293,67.197159,56.003132,66.951851,68.188026
85.411011,68.903748,73.047653,75.674797,77.190910,71.866913,75.273933,78.639389,76.631660,71.123978
102.988411,79.498550,89.200531,89.643166,84.281212,76.014557,80.220444,66.602013,71.441063,66.971039
89.161682,87.969872,91.446915,89.409492,86.615517,85.569397,87.131447,88.058556,82.609138,83.722557
77.294373,87.718681,88.157074,85.222794,82.987534,85.724915,84.953117,91.415779,81.961212,85.916039
81.485641,86.933784,83.861794,82.410568,82.676186,84.596092,83.855293,78.360420,84.007889,85.972153
61.017769,69.061356,67.709000,66.746017,65.840401,68.311012,66.226418,68.274940,65.618599,67.864349
64.529510,66.859764,64.159515,64.307365,65.494629,66.560730,65.607788,62.553699,67.384895,67.585747
61.730530,62.895885,61.274540,62.246159,63.526936,64.147926,63.039967,64.445900,65.269432,64.637115
68.512871,66.297012,65.533714,66.748734,67.934708,67.455345,67.088219,67.036530,68.941566,67.479195
59.835793,63.015526,63.028076,63.294662,62.781406,63.710461,62.184219,65.923088,62.163605,62.561436
73.643219,68.979820,68.863495,69.672264,70.331985,69.013405,69.479347,65.924339,70.188087,68.571350
46.264874,54.872356,55.745129,54.307999,52.061680,54.329994,52.474617,59.555653,50.111568,52.815601
74.507301,59.635098,63.111252,63.643215,63.145500,58.277275,61.810024,53.764729,59.788876,56.355988
39.611740,47.599297,44.688313,41.489948,42.614044,45.072624,46.417625,47.680546,46.889835,50.116386
50.477592,53.064739,49.190353,48.843731,51.265366,52.520882,52.550224,49.269619,55.513748,55.883450
71.870880,58.941170,61.137081,63.098667,64.719498,60.692829,63.362072,62.998344,64.877052,60.597660
47.469414,55.308235,54.417419,51.914989,51.615685,53.801678,54.103149,59.113720,53.304962,56.218071
63.971081,63.695744,61.058739,60.776031,62.305412,62.555725,62.940578,57.149719,64.554688,64.442841
77.572174,69.966972,70.251335,71.927658,73.689697,71.495430,72.665398,72.026382,74.813141,71.846268
71.023148,72.165550,72.154564,72.414757,72.572578,72.893616,72.333649,75.674271,72.849075,72.721214
84.733459,80.543610,80.693253,81.387680,81.827957,80.600052,81.021355,78.391685,81.467285,80.027290
98.293060,89.393311,91.466782,92.927032,93.040810,90.204292,91.322487,89.661308,91.268944,88.390770
103.276787,98.145607,100.158104,101.092827,100.442635,98.688286,98.937828,99.068939,98.144638,96.450325
101.889954,102.848572,104.274078,104.237572,102.841805,102.891792,102.058899,104.799873,100.570137,100.796577
76.148056,88.138390,90.552048,87.710754,82.833031,85.784531,83.293961,90.083931,77.461006,82.063126
77.683517,83.016907,80.262573,78.701363,78.091011,79.939690,78.792351,70.685822,77.840927,80.022812
71.214386,73.585190,71.635689,72.177483,73.187027,74.182175,72.942879,73.095856,74.750450,74.689560
90.848404,77.290192,79.931099,82.006645,83.351326,79.086670,81.729752,81.378639,82.913368,78.470207
92.486069,85.615753,86.588783,87.309959,87.641678,85.504669,86.726051,83.303368,86.740723,84.732231
91.326653,91.356583,92.075569,92.383987,92.185471,92.077736,91.720032,95.236679,91.715958,91.362572
104.245560,100.568054,101.010063,101.542831,101.597733,100.467819,100.770050,98.481270,100.735870,99.544022
125.753090,106.599983,113.811874,115.459717,113.554375,106.967804,110.589691,108.338623,107.071136,102.135185
102.803528,109.738388,111.335342,107.229546,104.412003,105.858582,107.147606,109.870102,102.384087,106.399216
75.271561,92.178139,91.800522,86.975060,83.654160,88.276329,86.994629,93.216339,82.424530,89.015030
100.832054,98.863983,95.008278,94.088570,95.864693,95.757629,96.931671,83.197083,98.249451,98.273880
89.995819,90.311676,87.287910,88.552559,91.680504,92.257919,91.895248,93.710838,96.346001,95.099182
86.200508,89.162964,87.578835,88.165932,89.258400,90.368355,89.155220,92.361084,91.162872,91.124199
91.782379,91.634064,90.337029,91.019943,91.996834,92.165527,91.556877,90.811386,93.105965,92.439667
111.623604,96.346603,100.521645,102.464928,102.666313,97.671059,100.554558,99.598274,100.124176,95.550575
131.541214,104.298416,117.101440,117.853867,111.048347,101.250885,106.040001,95.109383,95.315735,89.987297
117.884476,114.948044,120.027771,116.905388,112.337952,110.476433,112.871826,109.787498,105.445007,107.122536
91.085617,108.375755,110.491028,104.768883,99.927452,104.219376,103.636772,114.663834,96.838295,104.114792
91.070160,100.872330,95.925163,92.969040,93.263939,96.624489,95.867226,87.046524,95.702415,99.537155
79.567093,85.498352,82.163055,81.775398,82.853294,85.027596,83.535690,82.154137,85.310478,86.576645
87.391632,86.230209,83.597931,84.868156,87.538536,87.634804,87.391556,86.736328,91.130821,89.677574
61.288303,69.983124,69.652672,68.905678,67.784012,70.303093,68.069092,75.215744,67.422318,69.601547
87.934204,63.276260,72.503815,74.198853,72.571404,64.051163,69.838272,69.657333,66.022362,59.768860
76.194893,66.431175,65.879791,63.070507,63.422176,60.381851,65.543884,46.999863,63.184105,62.870033
82.541649,78.716995,76.578308,77.419861,81.079742,80.256577,82.029861,83.390068,86.366493,84.387993
100.846359,92.648758,93.305878,94.721497,96.343422,93.897171,95.521782,94.834030,97.286705,94.356934
115.361977,105.723953,108.148033,109.478683,109.484947,106.368088,107.845581,106.074104,107.504723,104.555054
102.948441,107.708138,109.061394,107.946159,106.268791,107.351280,106.618942,112.703072,104.644241,106.269897
119.707710,116.847893,116.245285,116.153038,116.349724,115.569260,116.079865,110.167664,115.942062,115.344078
81.227753,93.786446,95.215981,92.352982,88.683685,91.926338,89.883644,98.184807,85.518234,90.055511
114.414520,95.560898,101.269806,101.561943,99.969170,93.587326,98.288368,89.465599,94.379059,90.378159
94.405457,91.433983,87.767365,86.109573,89.200844,88.671631,91.968483,82.540474,94.288864,94.227295
101.791122,100.234978,97.606674,98.547600,101.972275,101.904198,102.694420,104.395737,107.083641,105.570488
122.319839,112.260414,113.685669,115.251892,116.462357,113.373253,115.225388,113.576012,116.373451,113.030502
133.019882,123.972008,126.239265,127.509621,127.415749,124.493645,125.768509,123.692474,125.345734,122.579926
88.705124,106.807701,111.050766,105.379333,98.673782,102.911194,101.483574,115.717072,92.644775,100.253632
124.156013,118.999725,116.851074,114.857193,114.531036,113.180840,115.281906,94.334869,113.139008,113.524673
76.997284,85.938072,82.687134,81.126930,82.424889,85.354218,84.689507,88.233818,86.419472,88.858574
105.507294,95.557213,95.602669,96.635216,98.558212,95.659370,98.086075,92.700638,99.763847,96.732361
85.495651,89.375420,86.719986,86.137611,88.156693,89.581184,89.748863,92.241096,92.275467,92.982750
87.238205,90.606743,88.203262,88.139839,89.464401,90.762749,90.034615,90.396141,91.982391,92.431374
102.803665,96.908241,96.388023,97.663246,99.415443,97.815056,98.726746,96.556282,100.832962,98.502182
110.794769,104.530716,105.233818,106.733994,107.619789,105.756218,106.310059,105.756966,107.494843,105.039223
129.289047,114.424042,119.530418,121.200218,119.995369,114.982643,117.352829,115.025215,115.172195,111.067772
103.656380,113.042618,115.612740,112.103279,108.365616,110.444740,110.205673,117.938683,105.013161,109.241394
139.998917,125.170433,129.346130,128.803009,126.601662,121.584435,125.246201,112.072510,120.617142,118.150436
97.014519,108.321495,105.947945,101.449646,101.421547,104.677330,106.037781,108.740448,104.820869,109.629295
101.167511,107.815651,102.989380,101.657066,103.776932,106.291969,105.903358,102.246384,108.432587,110.294777
102.678711,104.876122,101.591698,102.086884,104.385582,105.508415,104.833679,104.010246,108.094727,107.866859
85.152298,92.306908,90.969559,90.663055,90.474174,92.721481,90.671143,95.163651,91.174599,92.702087
78.765472,84.670692,82.721588,82.206932,81.972809,83.938515,82.119286,81.369888,82.290215,83.788231
92.964462,86.604797,85.770912,87.233307,89.456062,87.775108,88.824707,86.685120,91.531517,88.928482
102.754684,94.379669,95.381973,97.163414,98.216209,95.709267,96.665932,95.204796,97.953537,94.875885
79.654198,87.620087,89.124344,87.599007,85.254494,87.228432,85.782288,94.306183,83.181641,85.774986
100.540207,96.350510,95.333572,95.098778,95.525116,94.405975,95.382759,86.291672,95.265823,94.498436
55.903690,68.627174,69.270988,66.359459,63.452026,66.845650,65.101883,73.240501,61.616154,66.115471
80.263138,76.845215,74.199181,73.749352,75.119141,74.445251,75.581116,63.945595,76.526726,75.977631
57.674080,62.022762,59.689453,59.889923,61.444008,63.033333,62.003319,65.496674,64.493340,64.904854
79.869820,69.673889,70.612564,72.028656,73.500809,70.430840,72.490471,69.331375,73.838005,70.548203
71.589729,71.326073,70.498138,70.765755,71.827499,71.848106,71.970085,73.205315,73.371742,72.855911
66.915741,71.080772,70.432785,70.115105,69.918991,71.182899,70.068573,73.056015,70.198837,71.113922
69.665161,71.757179,70.406540,70.371002,70.618134,71.404961,70.506584,69.142761,71.058525,71.400757
86.034958,77.099937,78.103920,79.643013,80.853111,78.157501,79.626450,77.737617,80.891449,77.815430
85.876007,82.593552,83.094292,83.965599,84.340652,83.337227,83.450294,83.788109,84.036064,82.635933
85.120331,86.180328,86.677567,86.884773,86.345970,86.574486,85.751099,88.263664,85.412270,85.411247
71.677231,79.103348,79.720619,78.467827,76.123291,78.107597,76.134918,79.912727,73.614655,76.046371
69.534302,74.219986,72.677780,71.862495,71.151299,72.682297,71.253120,68.122345,70.545563,72.066078
52.965694,59.665554,59.009682,58.392200,57.082619,59.089664,56.881752,58.672390,55.840389,57.659714
60.349186,59.922924,57.953285,58.494972,59.743393,59.920715,59.476013,56.176117,61.221867,60.595501
67.881027,63.174500,62.826828,64.505020,66.104637,64.861694,65.017258,65.261635,67.322792,64.991386
73.891289,69.669167,70.379997,71.742935,72.198830,70.928261,70.852859,71.539017,71.703255,69.802299
73.616516,73.511093,74.380104,74.899483,74.258415,74.117050,73.273979,75.564369,72.855553,72.443420
96.799896,75.094109,83.621460,85.135666,82.786621,75.243301,79.746437,77.596764,75.331474,69.970581
61.464386,74.587936,74.903610,67.541748,64.403404,67.585594,70.339294,72.152260,64.072624,71.335266
82.530548,85.427979,80.414528,79.037163,81.655106,83.090836,83.891907,75.581871,86.519882,87.625038
93.900993,89.881805,87.937973,89.360352,92.339394,91.496613,92.224411,91.804466,96.071953,93.859772
59.846138,72.073570,72.170082,69.832733,67.885315,71.247665,69.510361,79.046944,67.416618,71.320480
68.306580,72.201088,68.333389,67.310661,68.343208,69.956543,69.369827,61.457741,70.471405,71.805115
69.428978,68.620750,66.476944,67.745010,70.030449,70.160408,69.734749,70.251289,73.068687,71.719994
51.789547,58.521519,58.036560,57.745296,57.068905,59.069138,57.051388,62.775955,56.947952,58.413155
55.462822,57.852783,55.840145,55.735794,56.197910,57.167198,56.186424,53.049068,56.980801,57.438160
53.520500,54.503262,53.230137,54.011497,54.875820,55.381657,54.337326,55.090096,55.949257,55.456238
45.583244,49.488598,48.959091,49.136314,48.734203,49.951809,48.237885,50.966694,48.379459,48.994270
50.167618,50.360588,49.255333,49.729530,50.212688,50.444649,49.683460,48.018845,50.575901,50.190727
65.983376,55.832779,57.582443,59.350018,60.287075,57.143585,58.709885,57.450012,59.644398,56.197174
41.676807,49.221066,50.039528,48.272541,46.493832,48.420120,47.502251,54.365822,45.369122,47.966125
56.292011,55.826775,53.930195,53.516396,54.124081,54.212082,54.359859,47.605354,54.799587,54.869034
43.690048,47.636211,46.608574,46.670383,46.833549,48.118763,46.765022,49.565086,47.504688,48.113651
63.448051,54.250069,55.118874,56.375671,57.503017,54.730370,56.451042,52.873665,57.422935,54.498173
69.212158,61.885178,62.959484,64.305077,64.895088,62.656109,63.530991,61.609196,64.153145,61.623970
68.329414,67.396957,68.481682,69.030922,68.617149,68.196449,67.762993,70.785683,67.530243,66.872086
69.716415,71.297150,71.657211,71.561852,70.720055,71.104225,70.210831,71.278664,69.404121,69.762016
79.052826,76.557312,76.519028,77.069885,77.227104,76.518234,76.431129,74.208099,76.667007,75.708115
73.395088,75.311310,75.472519,75.725388,75.214272,75.749924,74.577499,77.023628,74.398506,74.556992
69.983932,73.451828,73.192001,72.968452,72.086937,73.111244,71.669380,72.492645,70.966454,71.820511
54.418625,61.802032,61.968662,60.931759,58.739529,60.799232,58.540482,61.011070,56.313019,58.623371
56.530247,58.891777,57.028770,56.865883,57.065155,58.003784,56.948963,53.267288,57.398750,57.931534
70.166641,61.852180,62.322220,64.153625,65.948189,63.529842,64.783554,64.196732,66.973824,63.758961
69.268044,66.662750,66.913223,67.853432,68.380882,67.617241,67.525070,68.483887,68.409752,67.083839
89.414864,75.808228,79.990082,81.460091,80.775749,76.248291,78.601524,75.978073,77.062164,73.280418
90.940216,85.355240,87.651291,87.980125,86.922020,84.947609,85.758949,84.132187,84.085754,82.728989
87.558510,89.925323,91.185226,90.712128,89.299438,89.748917,89.007256,92.678566,87.418518,88.179138
76.960159,84.639130,84.981422,83.388954,81.046234,83.119186,81.358170,83.913246,78.672928,81.378609
77.887741,81.438942,79.625404,78.989479,78.764633,80.011871,78.905945,75.011993,78.731499,79.853577
88.406693,83.515068,82.826210,84.216301,85.974915,84.704094,85.206947,83.964417,87.507645,85.309822
58.952068,68.577827,69.238197,67.631203,65.528069,68.108849,66.243027,74.382744,64.073181,67.051292
89.308975,62.438698,73.727875,74.913551,71.544838,62.047756,68.342705,66.281258,61.938461,55.770004
54.160172,61.241825,57.055988,48.786636,49.483337,51.454861,57.746834,44.712425,54.680195,60.943577
85.822945,83.008560,78.070580,78.325699,83.356888,83.194550,85.356430,80.544952,91.061760,89.586937
85.869110,86.484673,82.832535,83.783127,87.720146,88.437935,88.734154,91.281189,93.985977,92.852631
84.475273,87.576805,85.293365,85.722511,87.504715,88.736519,87.926277,90.912666,90.663780,90.654190
100.776306,95.004425,94.505272,95.718597,97.360909,95.790627,96.666405,94.249374,98.623184,96.375031
112.813499,103.913948,105.538284,107.215912,107.833717,105.075623,106.168938,104.808212,106.828033,103.751480
