# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9
7230.979980,5694.714844,4512.735352,3440.800049,2511.354736,1809.624634,1685.385986,2366.249268,3857.868164,6099.120117
6038.316406,4668.899414,3481.365479,2467.741455,1734.673340,1469.337769,1888.577515,3096.434082,4989.744141,7433.539062
5568.603516,4595.564453,3656.621338,3036.315186,2905.155273,3512.730469,4847.714844,6810.588379,9164.527344,11687.717773
4836.954102,4166.193359,3539.261230,3423.012451,4007.462891,5502.800781,7691.572266,10288.499023,12971.625977,15462.093750
3351.769531,2726.558594,2485.284424,3033.431885,4489.768066,6806.858887,9621.173828,12510.258789,15178.310547,17358.031250
4563.475586,4941.767578,5696.754883,7125.346191,9220.433594,11859.997070,14634.027344,17136.023438,19136.771484,20451.417969
2705.655273,2768.119629,4145.901855,6571.145508,9774.023438,12992.240234,15827.423828,17876.648438,19162.251953,19655.789062
3092.020020,4161.243164,6597.458984,9693.478516,12953.667969,15567.619141,17374.019531,18261.478516,18455.562500,18111.269531
6620.406250,9388.122070,12373.458984,15081.153320,17078.494141,18327.386719,18921.271484,19083.218750,18949.587891,18689.029297
10012.542969,13312.327148,15893.544922,17638.679688,18304.955078,18436.656250,18219.865234,17996.351562,17763.605469,17630.195312
15001.434570,17946.517578,19466.970703,19896.791016,19255.371094,18537.123047,17937.675781,17787.064453,17905.541016,18279.658203
18247.550781,20486.757812,21469.605469,21570.949219,20864.898438,20193.806641,19678.931641,19545.041016,19614.898438,19855.048828
22539.021484,24157.529297,24741.537109,24652.074219,23986.837891,23420.044922,23019.234375,22926.996094,22983.675781,23146.873047
21264.367188,21320.230469,20649.900391,19725.644531,18781.478516,18240.722656,18045.537109,18138.982422,18341.951172,18548.167969
19533.550781,18515.646484,17419.849609,16524.437500,16018.620117,15885.985352,15996.767578,16171.418945,16322.779297,16366.520508
18414.669922,17320.597656,16420.345703,15794.948242,15546.830078,15505.146484,15587.323242,15655.630859,15699.694336,15682.295898
18348.322266,17782.283203,17366.746094,17122.822266,17091.806641,17161.103516,17285.416016,17388.097656,17467.865234,17508.212891
16224.740234,15623.449219,15488.499023,15503.719727,15574.700195,15456.643555,15270.682617,15097.190430,15057.960938,15216.456055
19100.011719,20194.279297,20895.421875,21322.234375,21462.291016,21598.310547,21740.156250,21945.572266,22141.980469,22317.316406
16914.726562,16756.847656,16619.255859,16590.707031,16710.812500,16976.658203,17326.078125,17683.320312,18001.349609,18241.853516
19006.521484,19442.341797,19583.500000,19696.123047,19857.455078,20229.912109,20682.822266,21106.416016,21385.464844,21457.123047
18361.609375,18216.412109,18133.050781,18258.609375,18641.365234,19188.531250,19732.052734,20099.021484,20236.312500,20103.101562
16653.230469,16444.130859,16811.250000,17443.875000,18195.000000,18679.857422,18883.128906,18778.527344,18498.953125,18126.515625
17828.763672,18876.222656,20041.980469,21043.912109,21688.699219,21924.283203,21840.765625,21576.466797,21234.386719,20920.195312
19392.570312,20769.453125,21724.169922,22284.619141,22390.259766,22295.769531,22049.023438,21766.101562,21435.175781,21102.376953
19829.423828,20426.847656,20608.955078,20573.173828,20379.876953,20218.339844,20033.216797,19804.027344,19474.644531,19039.458984
19498.390625,19320.470703,19015.703125,18753.449219,18618.908203,18581.078125,18519.238281,18312.402344,17932.396484,17366.871094
17154.878906,16376.060547,15997.613281,15819.761719,15806.805664,15599.002930,15184.224609,14519.328125,13739.788086,12925.870117
14524.558594,13959.347656,14120.111328,14383.050781,14527.430664,14081.208008,13256.720703,12235.715820,11303.863281,10647.241211
14368.583008,14865.875977,15585.415039,15997.796875,15879.598633,15155.556641,14149.106445,13197.671875,12516.384766,12277.957031
12826.123047,12815.691406,12715.195312,12177.257812,11123.476562,9700.753906,8298.596680,7289.719238,6817.664551,6996.131348
18774.173828,20627.818359,21563.748047,21925.945312,21767.478516,21613.876953,21424.724609,21256.677734,20977.183594,20570.859375
21545.544922,22402.070312,22429.593750,22033.193359,21366.105469,20915.021484,20650.787109,20587.060547,20568.843750,20533.242188
23773.001953,24177.105469,23988.830078,23576.945312,23093.652344,22841.955078,22730.654297,22692.570312,22599.699219,22391.710938
25614.509766,25658.652344,25263.234375,24796.005859,24421.222656,24322.910156,24357.357422,24389.238281,24298.257812,24016.416016
26027.884766,25615.617188,25026.589844,24568.171875,24393.511719,24496.105469,24683.072266,24749.789062,24609.533203,24200.425781
27011.123047,26527.033203,25971.339844,25624.171875,25622.687500,25891.160156,26212.617188,26355.271484,26242.164062,25813.511719
25953.628906,25199.728516,24746.828125,24588.277344,24753.691406,24930.195312,24981.566406,24743.761719,24267.242188,23571.132812
24901.576172,24532.638672,24628.367188,24832.224609,25016.347656,24808.074219,24270.148438,23452.529297,22545.591797,21679.220703
25392.031250,25760.166016,26157.050781,26319.416016,26137.832031,25531.328125,24638.656250,23621.080078,22627.193359,21788.345703
26099.056641,26418.949219,26340.115234,25860.492188,25009.898438,23934.921875,22749.451172,21591.277344,20522.802734,19624.679688
27385.158203,27549.347656,27189.097656,26471.009766,25504.796875,24493.875000,23475.832031,22506.482422,21583.746094,20739.740234
26595.625000,26090.798828,25277.712891,24301.554688,23299.050781,22319.839844,21367.625000,20431.982422,19529.179688,18681.361328
27376.675781,26931.388672,26204.408203,25368.607422,24558.683594,23811.242188,23089.623047,22345.876953,21577.855469,20793.750000
26908.861328,26135.902344,25201.753906,24238.505859,23383.601562,22588.738281,21818.671875,21011.066406,20187.250000,19361.302734
25203.736328,23946.609375,22745.320312,21570.326172,20529.519531,19435.619141,18327.417969,17191.896484,16129.107422,15194.154297
23268.183594,21647.736328,20162.214844,18699.550781,17368.441406,15948.688477,14553.943359,13224.966797,12099.041016,11247.068359
21548.843750,19655.232422,17878.535156,16120.835938,14523.791992,12906.222656,11420.711914,10129.107422,9157.076172,8558.550781
18837.796875,16294.480469,13983.130859,11841.135742,10065.818359,8450.002930,7148.196289,6184.689453,5654.597656,5564.520508
17393.500000,14890.688477,12638.768555,10581.157227,8910.186523,7448.328613,6354.333984,5653.866211,5419.847168,5639.731445
14937.133789,12339.881836,10094.712891,8128.250000,6622.556641,5412.460449,4671.234375,4425.119141,4719.740234,5511.100586
12559.043945,10426.231445,8746.561523,7328.380859,6261.597656,5422.932617,5047.072754,5233.435059,6027.598633,7388.289551
10729.916016,9021.297852,7692.655273,6577.896484,5743.794434,5193.629883,5179.502930,5830.537109,7142.062988,9043.024414
8673.538086,7208.539551,6015.913086,5068.960449,4465.118164,4322.674316,4831.980469,6067.310547,7936.075684,10306.421875
4811.654297,3579.895020,2614.545166,1863.542969,1395.711304,1362.937378,1973.375977,3327.690918,5329.264648,7847.783203
2805.746094,1376.633789,183.418457,-576.391785,-741.749817,-155.689331,1206.626709,3254.170410,5776.523438,8551.444336
3026.767334,2278.794922,1632.687744,1516.937744,2109.943848,3582.901367,5727.947266,8265.772461,10892.678711,13340.052734
3799.770996,3853.800537,4012.517090,4790.960449,6313.365234,8680.179688,11493.051758,14333.105469,16864.357422,18817.460938
5748.305664,6563.985352,7563.771973,8857.252930,10371.714844,12062.083008,13705.017578,15108.146484,16157.919922,16780.298828
6136.887207,7250.795898,8818.378906,10609.675781,12390.121094,13927.333984,15110.683594,15878.836914,16273.044922,16338.795898
9470.517578,11512.792969,13219.910156,14522.584961,15256.534180,15692.814453,15891.509766,16007.462891,16028.972656,16012.599609
10464.273438,12060.087891,13196.027344,13951.572266,14264.766602,14423.320312,14434.123047,14382.625000,14224.989258,13988.968750
13289.560547,14439.471680,14880.000977,14898.253906,14569.096680,14309.220703,14103.356445,13994.126953,13869.969727,13704.832031
12961.434570,13049.944336,12789.516602,12457.145508,12174.523438,12071.655273,12033.385742,11955.104492,11754.267578,11389.999023
16904.748047,17088.896484,16798.957031,16389.189453,16011.704102,15899.038086,15936.973633,16023.633789,16033.757812,15898.938477
15928.973633,15307.980469,14533.960938,13892.261719,13546.672852,13490.867188,13567.374023,13594.170898,13492.285156,13198.789062
18830.867188,18640.349609,18168.755859,17794.171875,17683.119141,17923.742188,18309.736328,18630.943359,18755.083984,18592.785156
18447.646484,17812.896484,17218.335938,16902.574219,16989.503906,17343.375000,17746.863281,17958.962891,17915.408203,17557.789062
20447.994141,20146.505859,19739.953125,19538.822266,19675.912109,20119.761719,20639.318359,20995.437500,21084.617188,20831.113281
20869.281250,20456.564453,20133.714844,20100.148438,20440.230469,20992.746094,21530.050781,21811.943359,21783.666016,21397.875000
20315.570312,19980.019531,20034.753906,20377.710938,20958.746094,21442.474609,21705.966797,21616.595703,21244.523438,20630.050781
21757.339844,22119.273438,22516.212891,22931.275391,23322.525391,23599.777344,23688.937500,23539.191406,23176.923828,22638.166016
21770.064453,21982.613281,22267.203125,22590.886719,22916.287109,23111.773438,23103.039062,22833.505859,22345.888672,21684.687500
20059.957031,19951.800781,20303.035156,20782.382812,21244.509766,21320.208984,21028.126953,20387.892578,19571.949219,18703.167969
25268.171875,26124.488281,26251.041016,26059.318359,25689.759766,25548.693359,25542.355469,25622.353516,25631.490234,25502.513672
26949.015625,27233.833984,27024.882812,26675.482422,26330.634766,26229.507812,26255.476562,26310.201172,26270.404297,26072.857422
23065.498047,22079.330078,21401.023438,20954.177734,20770.683594,20569.351562,20311.687500,19914.613281,19453.369141,18958.169922
17309.501953,16361.776367,16702.128906,17428.441406,18197.955078,18289.662109,17964.863281,17422.876953,17018.601562,16956.142578
17033.021484,17559.021484,18652.238281,19603.689453,20087.283203,19964.648438,19619.880859,19434.699219,19628.705078,20358.101562
22882.871094,26503.664062,28955.402344,30279.626953,30312.470703,29921.017578,29371.945312,29098.337891,29023.429688,29220.501953
26378.021484,29572.515625,31172.982422,31569.767578,30798.542969,29968.595703,29292.625000,29129.341797,29272.785156,29701.261719
27612.943359,29582.501953,30313.656250,30221.085938,29413.277344,28714.263672,28225.392578,28138.285156,28263.058594,28549.125000
26961.126953,27351.484375,27020.212891,26380.759766,25617.960938,25156.099609,24953.933594,24988.218750,25100.568359,25209.167969
27062.863281,26743.205078,26123.218750,25536.210938,25151.695312,25082.478516,25189.050781,25319.544922,25363.031250,25243.433594
26371.867188,25601.779297,24856.484375,24340.039062,24182.177734,24272.437500,24452.035156,24529.333984,24454.890625,24178.048828
26265.162109,25641.142578,25150.455078,24878.908203,24893.658203,25024.578125,25148.781250,25117.384766,24926.943359,24562.037109
23882.460938,23255.802734,23230.445312,23381.529297,23567.291016,23380.724609,22927.476562,22280.873047,21641.156250,21131.490234
20896.314453,20426.738281,20831.060547,21370.404297,21761.535156,21560.789062,21060.712891,20513.789062,20202.226562,20300.033203
24659.947266,26950.789062,28733.710938,29788.896484,29912.015625,29533.539062,28929.740234,28477.662109,28226.388672,28289.841797
25781.332031,27632.136719,28435.513672,28390.738281,27530.462891,26562.968750,25689.853516,25196.523438,24990.072266,25085.224609
27330.658203,28410.505859,28579.058594,28206.189453,27425.947266,26784.833984,26306.861328,26069.291016,25932.115234,25852.474609
27169.234375,27175.279297,26668.035156,26006.197266,25366.046875,24993.310547,24800.734375,24705.269531,24590.400391,24391.937500
27595.439453,27195.865234,26569.591797,26020.816406,25707.929688,25671.628906,25753.964844,25783.794922,25672.429688,25357.757812
26766.755859,25955.328125,25234.105469,24742.808594,24587.839844,24597.156250,24626.437500,24498.966797,24202.796875,23714.128906
24447.380859,23556.683594,23192.464844,23012.121094,22932.984375,22552.359375,21946.388672,21150.062500,20350.123047,19657.351562
23123.005859,22759.031250,22830.847656,22866.023438,22708.648438,22094.908203,21248.587891,20369.537109,19670.953125,19296.822266
21528.732422,21198.980469,21122.285156,20867.042969,20312.164062,19378.853516,18382.490234,17607.140625,17227.583984,17361.650391
19298.855469,18334.974609,17499.814453,16532.191406,15437.503906,14274.330078,13370.915039,12983.318359,13197.448242,14046.765625
16536.142578,14833.586914,13334.060547,11918.563477,10692.162109,9722.142578,9282.648438,9530.388672,10467.628906,12037.818359
13655.221680,11978.436523,10609.881836,9456.089844,8611.291016,8139.732422,8273.645508,9121.882812,10640.602539,12730.809570
11497.466797,10032.654297,8822.369141,7904.746094,7397.665039,7429.259766,8143.413086,9568.152344,11579.936523,14023.523438
10206.226562,9000.864258,7967.683105,7364.324707,7356.086426,8111.374023,9598.576172,11685.394531,14142.271484,16741.707031
5613.456543,4736.343750,4236.757812,4068.974854,4252.943848,4831.114258,5894.623535,7451.093750,9402.403320,11624.363281
2444.032227,1116.500366,299.974121,31.196747,376.766083,1308.731934,2833.821777,4850.452148,7214.316406,9747.979492
2872.971924,2325.073975,1951.514404,2070.674805,2800.680176,4269.046875,6305.975586,8680.624023,11135.123047,13439.032227
5156.430176,5996.709473,6696.210938,7689.527832,9038.774414,10976.056641,13203.616211,15446.398438,17417.466797,18916.226562
5055.374512,5655.770508,6659.665039,8164.237793,10081.972656,12235.316406,14326.187500,16076.227539,17366.349609,18104.361328
4585.009766,5367.329102,7047.230957,9239.130859,11632.529297,13716.738281,15324.005859,16319.639648,16801.462891,16834.281250
8173.096680,10466.829102,12661.732422,14525.287109,15789.328125,16603.228516,17036.914062,17265.628906,17328.380859,17317.755859
10112.006836,12504.316406,14379.900391,15701.510742,16306.486328,16565.539062,16560.000000,16485.591797,16324.721680,16145.811523
12334.749023,14155.502930,15189.033203,15639.310547,15504.946289,15280.430664,15009.347656,14824.609375,14635.535156,14451.046875
11910.615234,12406.138672,12485.754883,12386.189453,12188.561523,12077.727539,11972.904297,11823.453125,11557.601562,11155.184570
14887.808594,15188.219727,15007.184570,14675.334961,14328.113281,14194.762695,14168.913086,14163.573242,14066.667969,13823.772461
15842.517578,15710.558594,15262.846680,14832.930664,14574.490234,14583.562500,14695.275391,14745.488281,14631.072266,14288.881836
19136.736328,19099.474609,18686.671875,18259.029297,17977.343750,17994.667969,18154.384766,18303.054688,18317.720703,18123.382812
18536.552734,17880.576172,17160.333984,16640.728516,16470.261719,16572.246094,16757.699219,16813.308594,16671.427734,16274.606445
20231.187500,19825.941406,19302.798828,18974.720703,18987.089844,19306.410156,19710.572266,19965.093750,19972.386719,19659.623047
20036.230469,19432.960938,18979.072266,18824.501953,19049.664062,19445.777344,19810.326172,19919.558594,19748.009766,19264.593750
21914.662109,21700.986328,21411.396484,21300.132812,21471.750000,21874.742188,22301.365234,22540.632812,22514.361328,22167.849609
19909.572266,19391.730469,19393.791016,19693.652344,20206.730469,20519.488281,20565.193359,20257.656250,19721.652344,19030.416016
20131.240234,20546.509766,21280.441406,21961.767578,22404.263672,22373.099609,21964.509766,21297.125000,20542.664062,19839.681641
20449.289062,21263.654297,22034.623047,22508.916016,22547.345703,22139.101562,21420.314453,20569.892578,19716.433594,18988.589844
20825.937500,21333.269531,21466.884766,21239.011719,20661.636719,19883.375000,18984.984375,18078.949219,17207.623047,16439.050781
19110.566406,18549.767578,17869.632812,17077.904297,16251.179688,15339.544922,14384.342773,13407.933594,12476.969727,11643.517578
19014.628906,18350.867188,17525.013672,16590.402344,15652.398438,14681.780273,13709.493164,12742.746094,11832.680664,11018.486328
18750.421875,17956.503906,16990.515625,15914.171875,14849.181641,13767.813477,12709.051758,11681.841797,10738.450195,9916.179688
17306.177734,16057.133789,14753.168945,13387.358398,12089.306641,10757.215820,9473.859375,8268.317383,7229.666016,6407.836914
19562.708984,19163.173828,18442.283203,17599.515625,16778.298828,16051.036133,15379.880859,14716.675781,14042.988281,13356.364258
20777.025391,20405.667969,19668.671875,18850.816406,18122.789062,17588.035156,17157.929688,16734.615234,16257.622070,15693.910156
21567.892578,21091.066406,20365.175781,19674.486328,19182.625000,18916.345703,18737.873047,18495.478516,18125.089844,17584.076172
21058.580078,20216.587891,19360.109375,18664.533203,18264.365234,18025.666016,17814.058594,17464.226562,16965.015625,16297.734375
19601.173828,18509.925781,17654.076172,16955.626953,16466.767578,15900.550781,15238.147461,14416.619141,13539.976562,12663.495117
19933.716797,19264.833984,18568.185547,17824.154297,17098.808594,16280.157227,15395.103516,14446.705078,13513.648438,12651.489258
18834.892578,17895.537109,16946.867188,15906.964844,14848.178711,13644.236328,12390.320312,11143.786133,10020.314453,9096.730469
17281.208984,15936.583008,14596.541992,13172.864258,11773.290039,10267.582031,8791.591797,7421.417480,6281.589844,5444.542480
16319.522461,14824.982422,13273.727539,11608.940430,9970.499023,8276.355469,6686.397461,5291.496094,4203.479492,3482.698730
16868.509766,15783.760742,14487.509766,12991.542969,11437.733398,9839.074219,8333.403320,7010.993652,5951.358398,5206.051758
13764.634766,11527.751953,9251.995117,6975.818359,4934.452148,3048.777344,1469.990967,239.598999,-569.898865,-949.479980
11954.220703,9380.971680,6959.093750,4705.015625,2852.527344,1237.411133,-13.530273,-904.502441,-1371.232178,-1428.589111
10214.091797,7461.736328,4926.583984,2681.831055,984.573853,-336.118530,-1197.530273,-1661.315063,-1706.511841,-1390.628906
8202.232422,5620.011230,3375.292969,1461.932495,81.162476,-945.776611,-1508.866333,-1641.479736,-1321.878418,-610.534790
5631.726562,3593.418457,2028.598145,751.836304,-157.371765,-842.708923,-1098.271484,-847.421631,-47.878601,1258.638428
4216.124023,2613.525635,1381.267090,410.461060,-225.217590,-527.762024,-305.010498,519.266357,1914.632690,3793.666992
3282.874023,2126.275879,1163.233398,508.940491,281.619568,617.696594,1579.940552,3135.115723,5130.646484,7400.494141
3202.248779,2596.225342,2022.159546,1855.332642,2256.037598,3436.959961,5254.604492,7501.476562,9903.190430,12220.325195
2840.119141,2536.884521,2380.095459,2835.269775,4041.432129,6096.641113,8671.466797,11394.250000,13948.976562,16069.786133
2314.201172,2223.779053,2678.181152,3955.034180,6062.558594,8787.710938,11706.912109,14374.140625,16562.935547,18071.527344
1438.729370,1572.853882,2826.275391,5025.536133,7948.645508,10969.399414,13707.559570,15779.988281,17167.253906,17816.652344
2035.391113,3119.290527,5362.945312,8238.445312,11328.502930,13961.592773,15931.906250,17082.832031,17559.082031,17460.099609
3468.005371,5605.582031,8603.377930,11795.757812,14669.671875,16747.376953,17987.998047,18453.462891,18352.646484,17872.929688
3938.476807,6585.136719,10096.240234,13648.070312,16634.240234,18561.996094,19464.865234,19507.292969,18971.884766,18117.189453
4775.435059,7837.083008,11592.442383,15189.492188,17999.003906,19632.089844,20188.595703,19920.935547,19129.619141,18104.304688
7813.948242,11285.949219,14454.848633,16916.703125,18272.271484,18789.531250,18663.730469,18257.771484,17689.359375,17150.933594
10207.200195,13247.007812,15400.074219,16685.429688,16947.634766,16789.691406,16366.212891,15979.158203,15592.833008,15291.818359
14740.499023,17015.195312,18044.025391,18187.511719,17510.851562,16852.013672,16336.837891,16196.288086,16258.015625,16492.796875
17041.765625,18525.232422,18982.250000,18805.158203,18112.117188,17550.712891,17159.542969,17047.857422,17051.423828,17121.634766
19339.000000,20160.568359,20211.048828,19869.832031,19277.957031,18877.832031,18632.210938,18545.947266,18477.242188,18370.894531
19340.767578,19261.291016,18757.855469,18186.359375,17717.455078,17526.615234,17485.132812,17466.041016,17356.097656,17088.955078
18256.312500,17494.320312,16753.916016,16212.470703,15992.041016,15964.084961,15982.103516,15869.582031,15598.818359,15137.499023
17233.492188,16406.894531,15827.382812,15435.888672,15262.555664,15049.378906,14749.698242,14282.341797,13720.539062,13100.093750
16616.798828,16082.302734,15750.145508,15442.103516,15133.890625,14621.136719,13965.125000,13204.550781,12458.897461,11807.852539
15806.161133,15306.004883,14885.363281,14365.194336,13735.707031,12880.625977,11925.663086,10973.972656,10148.131836,9535.003906
15957.200195,15525.622070,14873.281250,13999.752930,12981.823242,11870.997070,10773.924805,9780.099609,8948.585938,8330.562500
14725.363281,13690.227539,12492.608398,11153.086914,9803.988281,8446.255859,7191.313965,6103.537109,5246.099609,4656.333496
16902.009766,16585.166016,15904.960938,15102.046875,14329.375000,13701.256836,13166.467773,12665.856445,12154.828125,11613.389648
16517.222656,15784.270508,14805.966797,13812.684570,12977.429688,12332.212891,11812.010742,11323.322266,10831.251953,10308.707031
16132.636719,15220.902344,14225.569336,13304.177734,12603.223633,12049.107422,11572.947266,11068.895508,10533.740234,9954.771484
14820.325195,13609.672852,12486.765625,11462.387695,10646.383789,9859.763672,9102.429688,8321.636719,7582.435547,6911.195312
17136.871094,16753.183594,16090.046875,15429.056641,14928.573242,14645.975586,14458.046875,14231.002930,13897.367188,13414.762695
17117.832031,16469.962891,15698.711914,15035.067383,14626.083008,14426.037109,14299.751953,14088.635742,13748.300781,13242.099609
18495.156250,18044.144531,17430.308594,16944.750000,16737.839844,16792.654297,16925.958984,16940.957031,16759.718750,16325.797852
17530.763672,16711.986328,16058.343750,15650.140625,15567.127930,15577.484375,15543.396484,15295.990234,14853.805664,14214.568359
16080.043945,15355.104492,15039.023438,14864.587891,14771.095703,14404.549805,13806.153320,12987.500000,12111.796875,11281.416016
15741.086914,15528.117188,15475.643555,15302.488281,14931.111328,14192.931641,13230.454102,12179.073242,11202.147461,10422.910156
15928.115234,15815.197266,15471.590820,14804.807617,13836.957031,12621.993164,11315.750977,10073.993164,8997.648438,8179.350586
19151.716797,19560.201172,19353.248047,18813.435547,18072.162109,17407.476562,16790.236328,16220.152344,15630.252930,15010.816406
21206.779297,21342.492188,20936.248047,20351.433594,19757.271484,19392.841797,19155.031250,18954.707031,18682.248047,18284.564453
23886.279297,23905.990234,23481.802734,22986.001953,22587.087891,22469.466797,22488.876953,22508.433594,22407.312500,22116.753906
24592.925781,24195.390625,23553.968750,23018.537109,22762.369141,22819.503906,22992.349609,23072.380859,22956.136719,22571.611328
23826.607422,22983.843750,22265.402344,21824.402344,21768.933594,21885.271484,21992.832031,21879.611328,21533.703125,20930.376953
23635.404297,22955.355469,22475.656250,22192.964844,22145.443359,22084.613281,21914.966797,21516.570312,20942.664062,20220.042969
24258.414062,23938.732422,23630.658203,23363.546875,23177.437500,22949.933594,22620.753906,22122.667969,21493.917969,20765.425781
21762.849609,21007.048828,20675.529297,20445.933594,20243.101562,19702.189453,18905.541016,17904.365234,16889.779297,15984.601562
21586.763672,21346.498047,21182.015625,20844.785156,20281.312500,19370.992188,18270.810547,17129.593750,16102.439453,15308.791016
21777.761719,21541.654297,21014.789062,20128.744141,18932.957031,17507.767578,16024.498047,14649.115234,13481.553711,12613.260742
19067.187500,17613.472656,16072.888672,14391.170898,12709.384766,10969.410156,9342.718750,7933.205078,6850.443359,6154.916016
13734.867188,10889.656250,8453.309570,6357.116211,4799.958008,3489.037598,2539.458496,1917.680420,1706.368408,1886.796265
11844.583984,9577.361328,7795.149414,6272.895996,5099.533203,4039.443115,3302.275879,2966.682861,3133.819336,3805.999023
10116.542969,8261.518555,6831.955566,5576.584961,4546.132812,3641.484131,3137.803223,3188.611572,3862.665283,5144.606445
7115.677734,5484.106934,4270.949219,3220.930420,2363.220703,1706.558838,1567.640015,2140.609863,3449.450195,5444.449219
5226.201172,3697.334961,2441.932373,1364.712524,550.257324,126.704590,353.615967,1369.703613,3113.865723,5476.517090
4101.718750,2811.238281,1669.461060,841.405518,478.557892,775.375977,1804.425537,3531.471191,5772.263672,8332.639648
3128.762207,2193.363281,1348.101807,963.387695,1221.493164,2326.931641,4159.110352,6512.784180,9107.536133,11687.061523
2895.727051,2395.070068,2037.075439,2327.834229,3437.188965,5482.505371,8130.657227,10993.853516,13733.078125,16058.651367
2190.599854,1914.653076,2178.666504,3350.714355,5482.569336,8379.546875,11570.862305,14551.763672,17048.152344,18815.685547
1775.873535,1869.839111,3007.488037,5174.370605,8207.236328,11526.650391,14659.658203,17128.376953,18839.292969,19683.724609
1405.929688,1980.756836,4072.588379,7139.200195,10756.109375,14005.331055,16553.115234,18092.001953,18770.697266,18666.746094
2590.053467,4284.599609,7271.751953,10734.473633,14097.383789,16593.882812,18129.341797,18691.960938,18555.464844,17931.472656
3361.672119,6027.303711,9833.458008,13783.130859,17179.890625,19356.033203,20350.902344,20336.644531,19665.609375,18641.236328
4450.250977,7808.523438,12012.972656,16071.440430,19265.097656,21115.531250,21739.076172,21419.828125,20510.259766,19342.347656
7270.820312,11058.127930,14748.034180,17761.689453,19591.066406,20382.197266,20348.332031,19886.558594,19179.816406,18471.705078
10001.791016,13540.850586,16218.396484,17939.275391,18464.699219,18408.113281,17973.201172,17534.017578,17089.439453,16761.628906
15098.322266,17860.869141,19171.292969,19413.824219,18643.349609,17865.253906,17260.984375,17137.521484,17298.013672,17712.283203
18825.613281,20878.552734,21735.033203,21768.025391,21060.324219,20411.050781,19928.416016,19815.208984,19897.511719,20137.740234
23307.638672,24826.201172,25338.224609,25207.417969,24537.763672,23982.490234,23600.878906,23522.509766,23588.091797,23752.082031
23806.833984,24336.285156,24028.574219,23354.230469,22517.308594,22007.863281,21776.753906,21800.693359,21899.843750,21983.855469
20864.263672,19838.191406,18715.675781,17749.779297,17126.273438,16831.759766,16763.013672,16767.542969,16775.808594,16718.136719
20084.587891,19021.429688,18084.587891,17391.076172,17060.125000,16948.535156,16965.939453,16970.074219,16942.205078,16842.648438
18567.792969,17633.220703,17037.941406,16621.328125,16382.569336,16095.150391,15811.470703,15532.927734,15343.463867,15276.297852
16931.476562,16207.662109,15870.668945,15607.130859,15346.937500,14913.768555,14488.087891,14200.587891,14171.726562,14462.638672
20217.312500,21230.994141,21745.574219,21964.611328,21922.333984,21952.298828,22045.029297,22236.367188,22426.027344,22582.953125
17943.113281,17594.365234,17178.503906,16879.763672,16795.283203,16959.224609,17281.466797,17650.271484,17987.486328,18229.724609
17179.005859,16750.910156,16500.072266,16466.695312,16680.089844,17026.236328,17425.353516,17771.828125,18043.806641,18210.548828
