# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9, t+10, t+11, t+12, t+13, t+14, t+15, t+16, t+17, t+18, t+19
12840.980469,13968.989258,15518.861328,17171.431641,18793.783203,20078.888672,21056.103516,21681.693359,22087.240234,22306.273438,22434.630859,22482.156250,22509.998047,22564.500000,22703.300781,22907.416016,23098.507812,23192.355469,23100.132812,22891.595703
9049.305664,9292.435547,9866.194336,10623.280273,11535.156250,12414.375977,13250.889648,13960.834961,14583.859375,15087.558594,15503.457031,15816.083984,16044.588867,16206.622070,16338.726562,16452.837891,16548.343750,16615.658203,16602.138672,16512.785156
6881.556641,6994.235352,7607.300781,8464.233398,9520.914062,10478.086914,11355.692383,12057.645508,12677.898438,13185.739258,13620.041992,13974.387695,14272.623047,14538.023438,14811.102539,15098.838867,15372.321289,15598.387695,15679.458984,15626.348633
5009.547852,5034.440918,5554.348633,6324.005859,7307.702637,8223.408203,9095.897461,9832.367188,10518.329102,11115.246094,11647.829102,12104.826172,12500.785156,12853.377930,13193.201172,13523.423828,13816.651367,14046.376953,14125.840820,14069.345703
3384.512451,3389.143311,3869.058838,4595.857422,5538.980469,6441.260254,7329.049805,8114.746582,8871.904297,9556.210938,10180.737305,10728.761719,11207.268555,11629.218750,12016.545898,12368.194336,12659.123047,12869.355469,12927.147461,12852.571289
3042.162598,3420.120117,4283.667969,5357.405273,6573.282227,7644.000977,8602.364258,9374.438477,10058.771484,10635.259766,11142.846680,11572.683594,11948.780273,12295.177734,12644.104492,12985.601562,13272.066406,13459.430664,13467.968750,13339.301758
2829.390381,3474.077637,4582.517578,5861.637207,7219.514648,8366.112305,9337.670898,10075.124023,10688.398438,11175.453125,11590.717773,11930.420898,12228.658203,12515.693359,12828.183594,13149.070312,13416.689453,13572.665039,13538.770508,13372.262695
2700.664551,3580.370361,4932.154297,6423.848145,7936.705566,9154.688477,10123.295898,10796.319336,11307.530273,11675.041992,11971.944336,12202.889648,12414.030273,12643.491211,12934.172852,13261.816406,13544.862305,13705.115234,13654.704102,13465.842773
2585.136719,3669.889160,5240.584961,6919.253906,8560.148438,9816.850586,10749.375000,11327.136719,11712.776367,11945.843750,12116.589844,12239.602539,12371.953125,12559.070312,12847.916016,13205.276367,13525.760742,13709.302734,13656.072266,13454.532227
2434.620117,3680.795410,5408.549805,7206.984375,8908.681641,10153.335938,11017.209961,11489.623047,11755.950195,11874.811523,11946.397461,11993.500000,12079.271484,12253.270508,12560.946289,12958.370117,13317.807617,13521.354492,13464.634766,13253.288086
3117.784668,4713.838379,6669.589844,8591.323242,10285.730469,11448.993164,12168.874023,12480.208984,12569.541992,12525.323242,12454.738281,12386.945312,12388.997070,12511.831055,12791.213867,13165.151367,13484.776367,13618.357422,13488.389648,13230.068359
3043.699707,4651.478516,6621.099121,8535.930664,10193.852539,11281.667969,11903.889648,12110.323242,12104.866211,11986.373047,11862.263672,11767.651367,11769.248047,11918.137695,12244.304688,12677.471680,13052.283203,13226.388672,13118.143555,12872.921875
3693.247559,5449.904785,7417.750488,9248.409180,10741.117188,11676.757812,12157.456055,12266.705078,12179.978516,12006.737305,11844.005859,11724.276367,11706.971680,11836.869141,12129.060547,12503.504883,12796.942383,12874.968750,12696.752930,12421.305664
6838.694336,9160.240234,11055.470703,12525.651367,13401.868164,13876.190430,13990.282227,13922.843750,13686.210938,13408.359375,13148.880859,12916.780273,12746.186523,12657.402344,12625.140625,12556.796875,12346.172852,11920.320312,11411.365234,10998.250977
8640.875000,10694.252930,12375.232422,13690.263672,14493.794922,14925.324219,14998.169922,14846.282227,14486.433594,14037.308594,13578.626953,13127.379883,12731.009766,12417.198242,12189.145508,11986.112305,11729.680664,11354.708008,10949.477539,10641.815430
14231.331055,16563.058594,17619.324219,17897.214844,17323.435547,16678.814453,15962.373047,15494.089844,15060.661133,14786.552734,14618.836914,14529.568359,14476.839844,14422.600586,14243.354492,13819.679688,13120.551758,12178.044922,11369.137695,10892.196289
15692.229492,16580.800781,16562.416016,16169.662109,15463.422852,15003.765625,14657.637695,14507.758789,14309.611328,14080.632812,13802.440430,13441.668945,12981.733398,12399.189453,11673.806641,10822.245117,9964.286133,9204.763672,8765.432617,8630.908203
19701.771484,20484.257812,20201.742188,19565.648438,18693.357422,18243.322266,17985.562500,17945.169922,17785.460938,17495.416016,17070.621094,16464.779297,15671.641602,14669.265625,13473.839844,12155.887695,10927.458008,9947.991211,9455.938477,9358.463867
19906.798828,19632.623047,18939.867188,18256.070312,17720.779297,17565.921875,17573.162109,17612.478516,17485.648438,17138.244141,16613.001953,15890.243164,14995.536133,13933.217773,12789.332031,11693.527344,10856.718750,10406.803711,10372.215820,10562.413086
19310.513672,18842.996094,18473.960938,18230.908203,18169.796875,18147.912109,18074.355469,17819.818359,17401.128906,16805.365234,16114.265625,15354.364258,14575.311523,13805.350586,13138.061523,12668.597656,12477.273438,12585.542969,12869.291016,13183.517578
18089.212891,17643.195312,17453.537109,17361.501953,17368.800781,17228.335938,16955.035156,16482.916016,15930.999023,15319.064453,14713.414062,14158.509766,13692.255859,13340.500977,13157.312500,13182.696289,13398.561523,13768.166016,14143.877930,14456.199219
17256.800781,16790.566406,16520.474609,16290.425781,16097.695312,15751.610352,15307.516602,14748.508789,14194.995117,13673.189453,13215.986328,12864.712891,12634.484375,12537.644531,12590.138672,12801.340820,13124.441406,13518.948242,13873.908203,14159.396484
15318.402344,14680.076172,14329.138672,14022.593750,13744.138672,13270.726562,12725.566406,12129.716797,11645.593750,11300.734375,11092.507812,11062.572266,11201.894531,11511.045898,11966.069336,12539.307617,13132.660156,13686.065430,14093.414062,14372.230469
15345.233398,14876.794922,14458.040039,13989.768555,13474.469727,12862.417969,12255.155273,11709.182617,11311.634766,11085.364258,10998.794922,11076.106445,11289.300781,11624.230469,12032.558594,12477.834961,12887.666992,13233.866211,13490.706055,13689.501953
14310.258789,13660.436523,13144.428711,12619.451172,12090.332031,11479.853516,10917.546875,10462.923828,10217.427734,10191.186523,10329.486328,10651.134766,11112.950195,11693.383789,12325.841797,12960.408203,13508.495117,13939.644531,14227.868164,14421.029297
18024.474609,18698.476562,18645.867188,18289.357422,17679.220703,17290.628906,17041.250000,17016.304688,17015.808594,17045.257812,17062.509766,17031.542969,16920.164062,16699.138672,16326.708008,15797.184570,15192.991211,14602.193359,14228.447266,14086.164062
17496.195312,17212.541016,16694.660156,16171.922852,15728.290039,15539.166016,15531.996094,15670.791016,15842.405273,16002.022461,16121.652344,16175.674805,16142.071289,16003.127930,15757.964844,15443.946289,15151.652344,14959.467773,14927.250977,14995.431641
15765.120117,15180.918945,14798.377930,14519.162109,14367.592773,14234.047852,14170.544922,14153.873047,14239.980469,14404.783203,14622.454102,14895.924805,15203.318359,15535.368164,15873.658203,16213.011719,16529.498047,16821.326172,17044.164062,17193.314453
15645.257812,15276.118164,14935.206055,14620.879883,14362.532227,14191.561523,14156.124023,14272.421875,14538.755859,14926.250977,15376.740234,15874.312500,16376.052734,16858.242188,17272.308594,17593.316406,17805.636719,17929.050781,17995.843750,18033.480469
17516.583984,17727.574219,17563.888672,17326.246094,17081.423828,17127.515625,17382.310547,17844.765625,18345.562500,18837.384766,19272.064453,19600.367188,19787.998047,19809.023438,19640.542969,19296.123047,18870.003906,18454.648438,18190.000000,18064.498047
17051.923828,16891.691406,16741.902344,16698.943359,16814.982422,17124.236328,17566.281250,18068.150391,18560.871094,18988.416016,19339.833984,19585.537109,19716.076172,19725.494141,19630.064453,19464.330078,19298.769531,19189.361328,19154.583984,19150.646484
19424.050781,19975.187500,20198.492188,20377.638672,20558.853516,20981.578125,21519.416016,22130.333984,22647.705078,23031.128906,23282.351562,23356.109375,23252.050781,22964.744141,22516.828125,21947.066406,21369.716797,20869.767578,20555.703125,20392.603516
19858.291016,20279.255859,20726.392578,21254.919922,21870.984375,22540.582031,23167.634766,23658.746094,23969.957031,24078.644531,24044.298828,23853.189453,23542.759766,23135.294922,22698.269531,22284.693359,21965.285156,21768.501953,21674.103516,21627.443359
16158.923828,16183.404297,16515.871094,17019.353516,17680.796875,18265.765625,18740.613281,18997.970703,19102.703125,19042.808594,18890.291016,18657.062500,18387.716797,18113.240234,17905.527344,17810.812500,17844.843750,17991.093750,18137.468750,18229.197266
15061.908203,15146.216797,15645.226562,16307.678711,17086.169922,17647.230469,17996.835938,18042.316406,17918.123047,17639.818359,17300.466797,16932.375000,16593.093750,16323.628906,16199.820312,16255.086914,16459.275391,16756.681641,16990.968750,17124.867188
14805.681641,15083.821289,15608.319336,16179.773438,16741.496094,17070.941406,17198.308594,17093.820312,16873.505859,16571.740234,16257.641602,15961.351562,15723.742188,15574.375977,15554.853516,15669.474609,15867.411133,16092.377930,16244.261719,16326.194336
18341.064453,19696.109375,20533.726562,21056.693359,21217.160156,21284.228516,21208.648438,21079.371094,20814.501953,20479.001953,20112.062500,19710.794922,19296.333984,18875.949219,18450.150391,18000.560547,17537.658203,17069.388672,16715.580078,16526.535156
20869.632812,22003.767578,22486.750000,22689.669922,22626.304688,22652.792969,22630.507812,22589.388672,22361.478516,21979.652344,21491.013672,20880.376953,20175.082031,19381.740234,18533.312500,17664.406250,16874.906250,16227.399414,15853.003906,15722.930664
22441.287109,23046.500000,23188.890625,23201.646484,23134.751953,23206.146484,23239.255859,23175.011719,22868.414062,22327.107422,21628.978516,20769.708984,19797.388672,18731.632812,17653.667969,16649.906250,15860.090820,15355.428711,15178.589844,15218.453125
22474.498047,22538.560547,22521.990234,22534.931641,22615.431641,22713.937500,22702.941406,22472.066406,21997.408203,21286.140625,20442.332031,19489.494141,18492.324219,17485.623047,16575.019531,15857.968750,15431.401367,15321.938477,15445.185547,15664.119141
21378.804688,21172.185547,21179.318359,21271.703125,21444.742188,21448.576172,21256.751953,20780.916016,20127.998047,19327.570312,18482.607422,17642.632812,16870.128906,16204.374023,15732.354492,15516.646484,15562.884766,15835.461914,16173.282227,16481.085938
19841.835938,19475.960938,19392.755859,19376.023438,19404.414062,19202.564453,18818.916016,18214.423828,17543.867188,16845.890625,16188.363281,15625.167969,15194.529297,14923.674805,14856.228516,15013.876953,15343.817383,15786.437500,16186.358398,16499.732422
19710.927734,19365.398438,19125.224609,18870.009766,18594.240234,18154.533203,17602.785156,16941.294922,16279.132812,15654.099609,15100.770508,14662.642578,14355.564453,14191.083984,14181.551758,14332.983398,14598.749023,14939.235352,15260.775391,15538.305664
17683.126953,17041.435547,16685.550781,16357.719727,16036.339844,15491.904297,14859.161133,14169.785156,13598.974609,13182.328125,12918.007812,12852.773438,12977.700195,13293.577148,13772.845703,14382.808594,15014.105469,15599.153320,16027.648438,16322.563477
18584.691406,18321.164062,17949.384766,17454.464844,16842.281250,16159.951172,15489.512695,14908.670898,14465.152344,14189.215820,14046.874023,14057.481445,14191.382812,14431.124023,14723.551758,15031.047852,15296.196289,15503.920898,15668.635742,15825.670898
17123.333984,16429.300781,15881.226562,15323.773438,14760.907227,14107.308594,13501.485352,13007.313477,12734.543945,12694.967773,12831.088867,13163.746094,13647.712891,14260.493164,14931.677734,15608.007812,16194.070312,16655.917969,16964.138672,17169.679688
16501.693359,15857.347656,15274.090820,14649.533203,13994.788086,13323.092773,12786.613281,12481.491211,12477.241211,12771.287109,13263.410156,13954.282227,14770.870117,15673.615234,16555.492188,17338.890625,17926.535156,18302.304688,18500.367188,18608.089844
13321.666016,12337.953125,11607.242188,10909.899414,10251.710938,9570.821289,9089.537109,8918.469727,9173.354492,9833.417969,10754.044922,11929.469727,13257.265625,14684.314453,16064.171875,17285.509766,18203.863281,18788.132812,19065.042969,19164.599609
10856.063477,9696.349609,8785.088867,7952.171875,7230.418457,6611.520996,6310.747070,6429.100586,7038.552734,8084.069336,9383.597656,10908.743164,12533.339844,14189.925781,15712.650391,16987.263672,17891.042969,18421.888672,18643.619141,18690.093750
8607.501953,7373.643555,6388.301758,5541.461914,4891.767090,4469.355469,4455.871094,4920.248535,5883.611328,7256.396484,8839.976562,10584.193359,12353.370117,14073.808594,15581.870117,16776.273438,17573.220703,18002.160156,18151.585938,18140.767578
11395.663086,11427.703125,11130.564453,10857.784180,10709.262695,11025.690430,11701.723633,12701.744141,13796.129883,14884.074219,15876.916992,16691.367188,17268.384766,17567.648438,17553.091797,17242.363281,16767.781250,16261.930664,15904.621094,15682.805664
6830.273926,6536.653320,6471.957520,6560.340332,6819.389160,7173.747070,7652.902832,8216.156250,8872.513672,9568.330078,10262.377930,10927.566406,11533.998047,12068.620117,12509.187500,12844.057617,13068.450195,13199.908203,13238.735352,13205.399414
4327.194336,3784.711914,3602.617432,3656.402588,3973.192139,4405.095703,4985.368164,5642.285645,6403.233887,7197.648438,7982.828125,8731.061523,9411.852539,10013.348633,10520.410156,10930.190430,11240.321289,11468.127930,11582.440430,11588.600586
3385.658691,3063.594727,3091.593750,3344.451172,3835.301270,4419.828125,5122.514160,5871.892578,6690.634766,7512.875977,8306.319336,9040.908203,9693.412109,10256.436523,10721.457031,11084.447266,11343.277344,11511.938477,11565.870117,11518.785156
2835.537842,2742.821777,2971.927734,3412.203125,4066.104736,4804.582520,5636.593750,6488.826660,7371.227051,8221.131836,9017.033203,9725.178711,10329.937500,10828.187500,11219.658203,11501.967773,11679.451172,11766.820312,11749.982422,11647.250000
2032.034302,2030.000732,2401.837158,3010.950684,3850.359619,4753.008301,5719.382812,6659.941895,7592.960449,8455.512695,9240.791016,9915.651367,10474.597656,10921.297852,11269.290039,11522.142578,11685.845703,11769.723633,11744.496094,11624.581055
1691.031372,1933.587158,2613.040527,3537.641846,4672.696289,5789.468750,6884.988281,7859.744141,8758.651367,9532.807617,10205.410156,10750.802734,11183.532227,11520.441406,11795.558594,12015.327148,12174.475586,12262.675781,12224.900391,12079.109375
