# t, t+1, t+2, t+3, t+4, t+5, t+6, t+7, t+8, t+9
48.749283,47.627792,45.802654,45.262009,45.211582,45.681995,45.121834,46.625816,47.162334,46.327728
36.786591,39.489830,36.614655,38.135956,37.511997,38.358414,36.371819,36.215176,37.742142,37.563984
42.070633,41.377445,39.124943,38.857124,38.555443,38.978874,38.545906,40.157574,40.916515,40.091995
40.556000,41.764271,38.466793,39.230919,38.256607,39.118710,38.291481,39.422058,40.712147,40.005756
39.781879,40.730190,37.350273,38.006729,37.267422,38.110691,37.068565,38.378868,39.779373,39.023693
44.562386,43.841347,41.226143,40.971481,40.375038,40.804470,40.755905,42.698372,43.514595,42.573196
54.938137,51.287811,50.891010,48.974648,48.581223,47.897911,50.053604,52.653229,52.038467,51.019398
35.431084,38.861416,37.776730,39.506882,38.875206,39.283680,37.517097,35.824539,36.612259,37.066433
32.760647,34.827972,31.542837,32.733078,32.032856,33.188099,31.349541,31.764551,33.268341,32.762585
37.543301,36.519527,34.564846,34.114719,33.995274,34.286495,33.882328,35.505310,36.153461,35.351894
29.512772,31.774569,28.602341,29.921494,29.118551,29.945761,28.402197,28.772709,30.297911,29.926420
34.342953,33.732216,31.263165,31.060514,30.650293,31.073025,30.726585,32.462730,33.309250,32.451263
28.497709,30.393717,27.056927,28.202127,27.352390,28.179449,26.856754,27.579433,29.100801,28.594521
27.561451,28.689293,25.095324,25.873438,25.176592,26.048729,24.807083,26.137611,27.707167,26.957678
33.403008,32.051659,29.899286,29.308760,28.948381,29.090771,29.267342,31.342508,31.963905,31.039473
32.401043,33.756420,30.171412,31.010029,29.690821,30.678133,30.153387,31.414307,32.696907,31.900652
45.261097,38.785851,41.206688,37.708195,38.624466,36.618237,39.551044,42.183392,40.406265,39.646202
49.348240,52.621880,46.977242,48.634892,44.346226,47.162113,48.476524,49.853001,50.753819,49.265297
49.450119,48.996090,47.472134,47.222149,47.266232,47.922009,46.819714,47.602394,48.096577,47.467144
61.446129,48.923367,59.070995,51.991764,55.459393,50.291447,55.727242,57.415466,52.169502,52.327362
53.513123,64.551376,56.155331,61.448227,53.740055,60.606728,59.972569,57.515190,58.762642,57.440182
68.517220,63.121395,64.740936,61.750423,63.923840,63.622490,62.929256,64.507515,63.508438,62.662243
59.854111,63.527096,59.960732,61.803215,59.893436,62.075939,60.477352,59.918430,61.038990,60.512211
74.607025,59.534332,72.502686,63.983620,69.017494,62.657253,68.276062,69.719559,63.449615,63.944611
37.474854,48.825142,48.065659,53.228554,49.175308,52.783978,50.026474,42.575413,42.250301,43.689762
43.710289,41.307636,43.676315,42.122128,44.055908,43.927670,42.126881,41.300739,40.325237,40.346573
53.742584,44.484924,52.867985,47.450523,50.025173,46.450924,50.261391,50.703682,46.235916,46.445679
29.893902,37.481445,36.428486,39.854115,37.153439,39.967407,37.562908,32.702011,32.646099,33.389420
37.658337,35.438171,36.512375,35.116226,36.147881,36.363235,35.361046,35.378487,34.643364,34.269119
48.856819,34.444862,47.690720,39.421387,43.675095,37.381531,43.809315,44.776772,38.095749,38.700333
33.756828,47.372112,39.572926,45.907745,37.594849,45.797939,43.973625,39.071114,39.836109,38.927933
37.182095,32.021042,36.308819,33.344376,37.622810,36.520710,33.592251,33.042824,31.815599,32.001110
42.803513,30.223293,43.679279,36.247597,40.624783,35.064465,39.958675,39.318062,32.739433,33.720772
26.130966,37.663597,32.416836,37.727974,31.493320,37.822666,35.636211,30.568081,30.993927,30.719620
42.425842,36.228840,39.748730,36.164005,38.716888,38.036961,37.716129,38.523380,36.578632,36.016907
44.584091,46.286549,43.486813,44.173206,41.877052,43.991779,44.065891,44.287613,44.411163,43.469646
52.193687,51.162292,49.256020,48.629124,47.874096,49.009262,48.964634,50.337948,50.413517,49.342316
55.534962,55.986618,52.993828,53.204910,51.861187,53.330143,53.036983,54.243671,54.858566,53.821312
51.279221,52.718109,49.843147,50.647667,49.975536,51.143215,49.619411,50.121647,51.276058,50.681877
41.658394,44.157017,40.703472,42.173206,41.683777,42.731495,40.426670,40.696331,42.513683,42.143250
35.539494,37.942123,33.644196,35.147766,34.484020,35.642986,33.438354,34.354637,36.513832,35.908936
46.634140,40.219589,43.151627,39.694088,41.434452,39.276344,41.161030,43.290981,41.672459,41.169861
48.544113,51.518780,46.789955,48.343525,44.957012,46.987785,47.804951,48.859928,49.836906,48.741631
62.905205,58.285530,58.198448,55.731113,55.552158,54.958229,57.255726,60.155418,59.244808,58.034767
55.974342,59.625675,55.888180,57.710827,55.310753,57.484344,56.589413,56.267128,57.249798,56.621563
58.776699,58.580173,56.310154,56.245621,56.040058,56.919903,55.793865,56.903618,57.688049,56.901180
69.274582,64.608459,65.740768,63.184631,63.550961,62.537189,64.529533,66.657707,65.429398,64.606789
44.158905,48.041214,48.051495,49.944969,49.674553,49.764393,47.631794,44.942936,45.468212,46.371288
47.288197,47.900124,45.904907,46.230347,45.756969,46.512745,45.509464,46.029568,46.732262,46.205379
53.489830,52.078659,50.687984,49.961727,49.647835,49.830563,50.052681,51.599339,51.789642,50.990963
40.178005,42.862831,40.643810,42.108524,41.601814,42.226318,40.325508,39.783337,41.055992,41.063713
48.215775,45.945278,45.363777,44.169632,44.300739,44.054390,44.456337,46.048538,45.942028,45.225300
56.313721,54.889923,53.039772,52.286129,50.975994,51.266224,52.801067,54.836575,54.780003,53.733688
54.814293,56.610329,53.244759,54.193321,52.554333,54.030205,53.456440,54.152409,55.109062,54.317921
69.202042,56.131554,66.052208,58.745289,62.272392,56.922207,62.627312,64.878075,59.729111,59.747524
50.875935,62.078651,56.248989,61.532639,55.207031,61.027691,59.393761,55.170250,55.960472,55.591438
51.360706,48.488796,50.562706,48.912003,51.761269,51.287373,48.575813,48.207306,47.835861,47.876842
38.723293,43.194416,39.216843,41.599300,40.128628,42.069592,39.551338,38.801655,40.594067,40.315014
48.871826,21.138197,51.142506,35.256512,47.187706,33.251137,42.627506,41.567749,28.563755,31.568691
23.209677,50.996239,35.251213,48.313606,31.592361,48.225319,44.858765,35.038231,36.758778,35.073776
54.506947,39.676563,50.578266,42.328617,51.004383,47.191143,45.366112,46.344173,42.284317,42.355408
47.367886,51.740395,48.975468,50.909195,47.568474,50.266747,50.174747,48.690266,48.674721,48.178493
38.310787,38.588867,39.086292,39.097870,40.344727,40.558922,37.952194,36.790985,36.991886,37.201813
47.703896,40.809807,46.308449,42.305447,44.245800,41.846420,44.212814,44.880409,41.881561,41.820423
59.273682,56.325840,56.228466,54.392883,51.516109,51.410019,56.484180,58.697815,56.713814,55.476757
73.158226,74.789986,68.389168,69.025444,63.357216,67.296440,70.533379,73.274666,73.290779,70.782280
59.885429,58.744659,62.117500,61.174438,63.215359,62.593369,60.509899,58.374161,57.282021,57.956642
55.082951,57.689293,55.451378,56.664383,55.411484,57.146519,55.608860,54.820896,55.415485,55.046490
64.917198,61.737675,62.127468,60.335667,60.772774,60.592079,61.086792,62.464542,61.751736,61.003334
65.118286,67.037933,63.610695,64.578781,62.663902,64.381271,63.975052,64.594162,65.410561,64.548889
49.690060,51.327515,50.275150,51.188934,51.830334,51.910225,49.389889,48.662827,49.765491,49.992867
56.525040,54.554867,54.156158,53.088074,53.180168,52.969833,53.285473,54.555504,54.378235,53.762760
60.484257,60.943329,58.061867,58.334381,56.856438,57.773228,58.063625,59.441208,60.089748,59.183556
45.845333,47.807945,46.365452,47.459423,47.631607,47.792789,45.684277,45.093185,46.236092,46.394966
45.972748,-7.470551,57.170555,26.415600,51.630417,21.329243,40.058315,34.433361,7.669571,15.906610
3.807571,78.625359,26.147160,61.368347,12.796413,66.145279,55.924206,34.314583,40.667683,31.920574
114.199524,61.888626,106.316925,77.917107,106.004196,83.326111,89.184761,93.461838,77.496063,80.840546
75.237770,105.684525,91.384171,106.042992,88.403748,101.994141,100.957245,89.905960,91.791862,91.660240
107.737610,92.695625,104.403152,96.088860,104.761368,99.899315,99.013344,99.984032,95.726456,96.132797
78.292252,87.311012,84.313759,88.720810,85.475967,88.258911,85.688927,81.442390,82.524666,83.214241
90.454178,63.220825,94.046387,78.308853,90.334274,76.480270,85.541946,83.538246,70.194099,73.481888
86.504494,112.600189,90.349609,103.029030,82.585098,99.970467,101.363792,97.633781,100.695992,96.658760
126.811096,110.983482,119.336304,110.794434,118.127441,114.428520,114.584946,118.207336,114.711754,113.828674
125.033112,126.792900,124.707306,125.185272,121.422050,123.851799,125.919411,125.764359,124.710815,123.653305
95.117966,94.453659,100.853928,100.136620,103.755173,101.278419,98.378990,94.251595,92.830559,94.839401
98.159096,95.329216,99.615196,97.674118,98.424431,97.128258,98.329094,97.127365,94.758209,95.138695
66.491096,69.671211,72.937630,74.331154,75.785652,74.590958,71.643860,67.265648,66.999306,68.856064
74.770996,67.820648,75.814354,71.627045,74.324829,71.061523,73.308548,72.447395,68.637856,69.333229
84.925873,85.166939,83.321846,83.157089,79.661865,80.923508,84.166687,85.207558,84.171829,83.057594
84.483978,86.050446,84.128845,84.690712,83.263901,85.335510,84.370621,83.897751,83.923248,83.237793
82.743828,83.487434,81.658691,81.953697,81.624268,82.972870,81.317673,81.365402,81.899094,81.322968
61.586082,64.583565,63.055729,64.690628,65.111153,65.491577,62.360096,61.049541,62.506012,62.907162
67.016434,66.339806,64.760040,64.434135,64.341255,64.704514,64.099770,65.207558,65.706940,65.056091
74.980499,47.223095,75.945175,60.201199,70.802490,56.375755,67.841187,68.173065,55.397102,58.086933
53.296497,84.712189,63.604317,78.457809,57.917397,78.504440,75.453079,66.325272,68.861061,65.714424
68.014122,47.516403,66.858253,55.706230,70.865227,61.768044,58.099907,57.478817,52.099373,54.331512
43.801727,53.430454,49.299633,54.066292,49.328327,52.204151,51.278728,47.719315,48.829990,49.246819
55.839096,52.349041,53.489609,51.542919,53.037884,52.595428,51.991890,52.925415,52.303013,51.814915
51.134094,53.719208,50.576057,51.912342,50.417728,51.948547,50.778637,50.777618,51.822189,51.289970
61.598133,58.064934,58.180515,56.269333,56.587315,56.145538,57.121883,59.043961,58.432220,57.581245
72.941101,69.134445,69.107216,66.981834,65.734856,65.193398,68.622139,71.169418,69.868988,68.732666
79.273201,81.728317,76.381699,77.557625,73.581352,76.610893,77.765617,79.286377,79.939400,78.282539
82.697388,82.090759,80.151970,79.775551,79.367905,80.508026,79.745232,80.807243,81.150909,80.231644
94.552147,88.576904,90.952927,87.600708,88.108978,86.756119,89.588448,91.756157,89.724968,88.886337
73.807846,78.694092,77.598541,79.889664,78.434235,79.883301,77.899254,75.050949,75.451675,75.944603
86.951996,72.249573,86.688553,78.227295,83.624672,77.031578,82.317276,82.513100,75.728752,76.703018
108.360535,17.224342,120.665451,70.077789,107.891495,47.967762,92.474182,92.341270,50.513893,64.514107
25.010269,211.444519,64.201965,151.637970,27.113953,176.834961,143.474365,95.529861,114.330292,85.229431
350.400330,218.190994,348.140991,277.888306,369.173920,295.915894,295.575104,296.823151,260.879242,279.134216
208.947906,206.624466,262.189270,258.477875,265.682037,234.765182,254.022430,227.088608,207.481659,225.343475
116.681190,117.829544,146.187164,145.804993,155.640366,140.322205,139.474030,122.714027,115.919693,126.333946
77.522583,66.747627,101.292686,93.299164,102.002228,89.603729,95.085899,80.339142,66.254662,73.855377
88.634460,96.508194,96.020584,98.858284,91.365089,96.529144,99.430870,93.986038,90.722107,90.476135
103.765228,101.224457,104.104630,101.936546,102.599106,105.113228,103.502068,101.565712,98.912178,98.222862
99.698578,101.184242,101.116272,101.347542,100.727486,103.443871,101.178886,99.015549,98.177124,97.782669
79.355240,81.596016,82.163261,83.122612,84.294273,84.999657,81.228828,78.617516,79.001839,79.625443
83.595367,83.300758,82.344086,82.071228,81.985100,82.795654,81.783157,82.027809,82.128464,81.596626
87.505653,87.295815,85.368355,85.241577,84.628891,85.390862,84.993080,85.998634,86.428024,85.675385
97.354477,94.261658,93.881371,92.192490,91.820671,91.582909,93.136726,95.192139,94.563858,93.597664
110.207954,97.965744,106.374664,99.534569,101.072922,95.987495,103.779106,106.878532,101.731186,101.358040
70.787781,80.530350,81.868149,86.089195,83.090569,85.920761,83.246078,75.412415,74.301460,76.029060
77.980263,73.187485,79.028702,75.965889,78.581902,77.313438,76.962517,75.487007,72.718430,73.113792
86.782806,84.117348,86.058205,84.229980,83.447662,83.403572,85.555252,85.704826,83.604782,83.094482
100.084824,88.215767,96.895790,90.079803,90.881172,86.391144,94.707253,97.286560,91.541878,91.085861
72.530136,84.085480,82.040222,87.003250,81.696671,87.996269,84.940063,77.416153,76.490540,76.960602
75.422844,71.304443,76.243073,73.580276,77.004242,76.612839,74.032906,72.256523,70.265335,70.576385
82.582764,76.384552,82.650871,78.798157,80.302711,78.483734,80.864006,80.405960,76.742676,76.822350
83.779816,88.654800,84.147430,86.336960,82.239304,86.233452,85.860542,84.917809,85.255730,84.166359
95.205345,92.251617,91.901649,90.180641,90.440468,91.176544,91.087135,92.507294,91.910149,90.848885
107.541519,100.547104,103.998459,100.001755,100.268272,98.563942,102.637138,104.866470,102.007927,101.150238
116.858078,120.241234,113.475754,115.020767,109.020187,113.236122,115.867020,117.736534,118.077629,115.858704
99.470139,97.401314,102.141678,100.784470,103.990181,102.147095,99.852066,97.590652,96.441727,97.562241
100.339424,100.512604,100.408554,100.262398,99.453323,99.981331,100.109993,99.722870,99.176384,98.899193
105.528503,105.598770,103.663490,103.614853,102.612030,103.677422,103.503181,104.294388,104.513062,103.712463
118.253860,112.566002,114.577652,111.400040,111.698463,110.423203,113.315163,115.573441,113.684349,112.807404
130.836777,127.225487,126.383896,124.273727,121.258263,121.252693,126.671707,129.809113,128.014969,126.418648
114.886436,118.689568,118.540756,120.067459,118.687477,120.630463,118.863152,115.795288,115.335831,115.617859
117.597519,116.844139,116.847389,116.227455,116.481438,117.292908,116.148285,115.928001,115.555176,115.128609
111.364082,113.558037,111.211639,112.307503,111.621819,113.029694,111.074348,110.639145,111.573883,111.224510
99.892525,102.472565,99.587944,101.056900,100.912392,101.897949,99.178398,98.951126,100.645760,100.465096
85.795364,89.448685,85.158783,87.334114,86.832367,87.970985,84.941200,85.054459,87.546364,87.302010
74.615952,77.985779,73.015137,75.124283,74.561325,75.722458,72.803627,73.577362,76.359818,75.897446
82.893372,53.065865,85.799782,68.736946,82.105461,66.846863,76.447914,75.005310,61.097633,64.556168
47.615749,76.386414,62.806942,76.259422,60.266888,76.143280,72.074570,60.277046,61.539948,60.797451
61.298435,47.684563,60.583389,53.005573,63.512222,58.508926,54.538742,53.472881,49.744793,51.033604
54.881027,54.296124,57.829021,56.971909,56.482693,55.982582,57.245975,55.110538,52.806442,53.295094
55.236191,57.621414,55.768894,56.755932,55.239498,57.251064,56.071381,55.086094,55.214043,54.761356
46.443348,47.953194,46.596493,47.332634,47.583496,48.512932,45.998726,45.294586,46.113689,46.003815
40.262962,42.910202,39.194542,40.693493,39.926605,41.420040,39.104568,39.340103,41.075901,40.556782
46.796608,44.924782,43.595982,42.670036,42.884026,42.955952,42.718563,44.445934,44.789753,43.975689
55.366367,52.873707,51.900833,50.584843,49.883629,49.648537,51.301937,53.471043,53.141987,52.178524
60.661034,61.482864,57.699020,58.137852,55.799053,57.312935,58.139687,59.858971,60.510342,59.278755
73.460228,69.727127,68.874138,66.870872,66.125748,65.990662,68.257233,71.075928,70.377274,69.077858
62.973030,66.332283,63.600368,65.256844,63.582218,65.256577,63.936295,63.142357,63.986092,63.681358
77.216354,67.381271,74.440895,68.904297,71.578110,67.987000,71.750244,73.474045,69.686668,69.508415
73.998764,81.383713,74.680901,78.268585,72.561676,77.303368,77.223618,76.299202,77.407791,76.185020
61.103203,59.048004,61.913082,60.757168,63.950497,62.478451,59.667492,58.575706,58.374275,59.056034
67.287102,61.738468,66.783340,63.491600,64.955276,62.736328,64.955124,65.133636,62.386578,62.492794
67.261818,71.532036,67.159760,69.223557,65.734879,68.569702,68.413635,68.104416,68.864769,67.985229
65.137817,64.972992,63.838310,63.731049,64.230682,64.805504,63.013767,63.283863,63.856750,63.457256
55.649021,58.713848,55.040253,56.753071,55.833778,57.262604,55.016697,55.021446,56.764801,56.359249
60.601276,59.808620,57.523777,57.211658,57.095779,57.576996,56.878170,58.513172,59.341621,58.496040
65.911774,64.980423,62.719471,62.307434,61.544697,61.895164,62.295513,64.182938,64.700470,63.766266
57.414223,59.628777,56.717316,57.976074,57.153954,57.977974,56.525486,56.745647,58.106056,57.769703
60.119186,60.419037,57.365021,57.653564,57.015911,57.788212,57.008091,58.497288,59.650673,58.814014
44.474216,46.993706,44.504375,46.004219,45.972481,46.224518,43.927666,43.737309,45.460888,45.521297
45.638657,46.788734,43.101395,43.896233,43.131405,44.023331,42.842529,44.230942,45.819740,45.044884
52.448189,50.372871,48.890553,47.904327,47.829849,47.591434,48.060234,50.207840,50.549091,49.684048
62.271336,59.206276,58.395435,56.783463,55.894051,55.389103,57.800133,60.357239,59.808575,58.760010
47.223232,50.420795,48.736195,50.342941,49.370884,50.173538,48.657742,47.439980,48.243896,48.387100
39.698303,42.123466,39.058876,40.442879,40.019173,41.064301,38.758293,38.785732,40.400784,40.094009
36.186634,37.956608,34.198128,35.317158,34.760761,35.827835,33.914829,34.856438,36.660065,36.024483
48.857338,35.459553,46.518730,39.027214,43.605270,37.781391,42.607445,44.238342,39.015369,39.410641
56.290771,60.971226,53.619564,55.854092,47.927998,51.766548,56.737988,58.762360,58.893162,56.737995
53.762108,52.278267,54.009624,52.924755,53.988087,54.145100,52.876785,51.991173,51.067249,51.031281
48.112984,50.278416,48.333435,49.291843,48.244411,49.958298,48.392731,47.637344,48.080570,47.682026
46.466225,47.441418,45.170883,45.677727,45.415741,46.583981,44.776848,45.055099,45.968742,45.420391
42.043610,43.840225,40.531334,41.580147,40.959106,42.163124,40.303787,40.867020,42.352650,41.769760
53.387150,47.372494,50.016281,46.730194,48.089794,46.287804,48.247532,50.264149,48.606686,48.023979
58.841663,60.731560,56.349598,57.290958,53.852448,55.821690,57.331715,58.847412,59.401073,58.090103
75.963371,65.312157,70.852364,64.992432,66.168762,62.551315,68.679771,72.295677,68.496109,67.618881
85.243889,91.020775,80.957756,83.754150,74.665916,80.541176,84.886803,87.548218,88.294678,85.297722
78.389511,74.618256,79.526031,77.215302,80.485497,78.903175,77.184853,75.737045,74.102943,74.751366
72.720215,31.291031,82.090195,57.993759,76.532333,53.516640,69.145798,64.236893,42.463314,48.720634
26.905781,80.785049,51.066284,75.657402,43.849812,81.422752,71.049942,49.398148,51.139664,46.967194
93.948120,58.057339,91.129044,70.882950,91.999413,79.845444,79.060555,78.294380,65.745056,67.977455
67.739883,84.425446,78.437851,86.203690,77.034828,84.484612,83.196991,75.594994,75.774063,76.084816
81.056473,75.166031,79.910538,76.434227,80.452698,79.686943,77.326828,76.818428,74.965416,74.932373
77.786476,80.188210,77.917076,78.957809,77.290909,79.307465,78.273621,77.602776,77.897278,77.348320
81.810013,81.477264,79.723053,79.490852,79.224442,80.262047,79.258461,80.034286,80.426064,79.656883
58.526890,61.382195,60.499409,62.041817,62.617950,62.604519,59.678371,58.129784,59.380577,59.976837
68.566208,62.787693,66.952103,63.672279,65.503403,63.341938,64.970039,65.816978,63.677208,63.590786
47.218727,52.059372,51.040142,53.438866,52.408432,53.085339,51.042793,48.401382,49.173073,49.900803
55.758316,53.397179,53.839489,52.503517,52.985661,52.610931,52.784206,53.689671,53.190907,52.720459
59.027134,59.755886,57.048759,57.418137,55.918736,56.975811,57.096996,58.130878,58.685577,57.849453
69.957520,66.744408,66.140968,64.404625,63.936596,63.749065,65.433929,67.720390,67.133369,66.068535
77.015823,77.460609,73.737038,73.934082,71.350296,72.992126,74.278831,76.184975,76.572708,75.190498
53.900696,54.841049,56.502277,56.927574,58.534477,57.418610,55.044487,53.125011,53.357311,54.315437
53.783833,55.831596,52.791111,53.900875,52.698418,53.882988,52.799309,53.141785,54.257084,53.719109
62.342144,59.690971,59.126560,57.742153,57.919472,57.608162,58.173809,60.006737,59.853680,59.059837
53.199368,56.069256,53.061401,54.609291,53.380642,54.490753,53.102982,52.949989,54.223186,53.923672
47.556511,49.454418,46.129604,47.285866,46.864864,47.805939,45.783699,46.363758,48.049343,47.576893
55.069382,52.606659,51.738430,50.492168,50.688866,50.397099,50.785641,52.705338,52.765484,51.962208
59.211761,59.539703,56.408569,56.644318,55.036083,55.900192,56.442535,58.125877,58.841812,57.847969
46.893158,48.769749,46.916626,47.979202,47.890343,48.210533,46.354404,46.094242,47.281666,47.268703
46.450500,48.012192,44.332764,45.301846,44.388062,45.495735,44.186535,45.255886,46.791412,46.058632
58.254925,52.006874,54.548927,51.174873,52.445034,50.456638,52.771145,55.098831,53.462318,52.828747
38.422043,43.349876,41.442902,43.907894,42.317833,43.407269,41.724571,39.600452,40.506477,40.920372
41.772446,41.951271,39.856693,39.994072,39.796600,40.493526,39.324421,40.151554,40.969849,40.358944
46.328136,45.581924,43.556786,43.212765,42.687702,43.132847,43.068531,44.587788,45.095600,44.265499
34.222370,36.676517,34.211315,35.592346,35.139538,35.753506,33.857063,33.625416,35.018486,34.927631
31.719280,33.619812,29.745897,30.925903,30.140158,31.261467,29.564631,30.530960,32.301895,31.636271
42.524567,37.133080,38.895382,36.012310,37.146614,35.533154,37.261276,39.484573,38.289879,37.632664
53.187691,50.240009,49.432728,47.787457,45.724579,45.334347,49.315578,51.985741,50.869526,49.670658
58.619770,61.298546,55.958851,57.249683,53.362988,56.446758,57.327297,58.664570,59.386116,57.789650
56.366764,56.064903,54.983150,54.762165,55.035336,55.742374,54.263622,54.571922,54.941723,54.455570
66.390976,46.621716,66.062286,54.777168,61.814632,52.482044,60.433441,61.018173,51.947449,53.365589
52.890179,72.652390,59.073116,68.448654,55.267277,67.853790,66.297821,60.860641,62.567661,60.551254
67.774986,57.622055,65.143417,59.522873,66.317940,63.598564,61.003368,61.410858,59.002621,59.177063
53.918396,59.885952,55.610504,58.591019,55.663136,58.511887,56.725056,55.179646,56.492836,56.154800
53.641335,53.675919,51.883320,51.950737,52.510693,53.234695,51.060951,51.600262,52.570385,52.073029
51.402077,52.955734,49.464283,50.394875,49.557983,50.763115,49.307312,50.192913,51.629318,50.918129
55.679604,54.978817,52.561985,52.303761,51.955433,52.413998,52.004467,53.732124,54.549946,53.677982
50.933319,52.739906,49.305664,50.394299,49.449909,50.386654,49.155750,49.976555,51.458279,50.872112
